,comment
37,Celular com bom custo-benefício e boa usabilidade para o preço. Só poderia ter a função de bloquear apps de forma nativa.
38,"Top p produto, recomendo."
39,Excelente.
40,"Ótimo,o melhor cll q já comprei."
41,Muito bom.
42,"Bom ! kkk , eu me dei de presente de aniversário. Estou amando ele."
43,Esperava do produto.
44,"Super rápido, bateria dura 2 dias, gostei muito."
45,Maravilhoso. Melhor celular que eu adquiri até hoje. Sansung e tudo. Sempre gostei dessa marca e omelhor de tudo e 5g.
46,Recomendo!!. Aparelho e top.
47,Até agora este aparelho atingiu minhas expectativas. Recomendo.
48,Super recomendo a todos os usuários do ml.
49,Estou muito satisfeito.
50,É um ótimo celular pelo custo benefício.
51,Ótimo celular.
52,"O celular é muito bom, um ótimo custo beneficio!!."
53,Excelente aparelho.
54,"Comprei de presente para meu marido está adorando o celular, tela otimo tamanho e muito rápido."
55,Espetacular.
56,"Excelente aparelho , recomendo o produto."
57,"Me surpreendeu a primeira vista, pois não achei que tanto desempenho cabia no meu bolso e tem opções que só a samsung pode oferecer. Recomendo."
58,Pelo valor dá pra usar bastante.
59,"Ótimo celular custo benefício, melhor q tem para compra ate 2000 reais, super recomendo. Ja comprei 4 pelo mercado livre, para meus familiares."
60,"Ótimo celular para o valor que paguei(1350), 5g, processador roda jogos atuais tranquilo, uma boa câmera, tela grande e com boas cores, sem falar no 120hz que é uma belaza e dá uma fluidez maior no uso, mas consome bastante bateria quando está ativo, principalmente nos jogos. Fora isso, acho que dei sorte de ter pago tão barato por ele."
61,"Melhor custo benefício, paguei menos de 1300 reais, tem um bom processador, boa quantidade de memória ram e de memória de armazenamento."
62,Nota 10.
63,Produto bom.
64,Excelente muito rápido a navegação. Câmera tira fotos de ótima qualidade.
65,"Produto excelente, super rápido, caixa lacrada."
66,"Celular travando logo de inicio, em menos de 1 semana de uso."
67,"Produto bom , excelente custo benefício, a tela tem um ótimo brilho, mas poderia ser uma super amoled. Câmera boa, processador bom. Celular bem veloz, não trava, e 5g , se a tela fosse super amoled,aí seria perfeito. Gostei, fiz uma boa compra."
68,"Muito bom o celular, uma pena que não venha com fone de ouvido, o m23 também segue o padrão de outros modelos da samsung neste quesito."
69,Um ótimo custo benefício! bateria aguenta o dia todo longe do carregador. A câmera tem uma ótima estabilização em vídeos. A conexão em 5g dá uma diferença enorme em velocidade. Recomendo demais!.
70,Bom.
71,"Ótimo custo benefício! bom desempenho, câmera traseira muito boa pelo preço, filma muito bem, somente a câmera frontal que deixa um pouco a desejar, mas quebra um galho. Em resumo fiz uma boa escolha, estou satisfeita!."
72,Muito bom recomendo.
73,Ótimo aparelho pelo preço que peguei na época foi o melhor da categoria.
74,"Ótimo aparelho, câmera boa, armazenamento bom tb. Aparelho com filmagem em resolução 4k. E o melhor, ele já é 5g. Ótimo recomendo."
75,Celular bom porém bateria está descarregando.
76,Produto ótimo custo benefício. Vale muito a pena adquirir o aparelho 😃.
77,"Exelente,tudo de bom."
78,Posso dizer que acertei na escolha. O aparelho tem um ótimo custo-benefício. Gostei bastante da câmera. Tem uma boa qualidade na filmagem em ambientes com pouco luz. Estou satisfeita.
79,Muito bom.
80,O celular simplesmente perfeito! uso muito as redes sociais e a bateria dele dura um dia inteiro. As câmeras são excelentes e o autofalante bem limpo. Recomendo!.
81,Ótimo smartphone 5g valeu a pena só de de possui 6gb de ram e e possuir o snapdragon 750g já valeu a pena filma em 4k também só que a 30 fps.
82,"Aparelho excelente, muito bonito."
83,"Lento, vem cheio de aplicativos inúteis e muitas configurações do sistema simplesmente você não consegue mudar. Arrependo."
84,E muito bom.
85,Muito bom.
86,Achei o celular muito rápido para uso moderado e a bateria ainda não fiz testes para saber se dura muito.
87,Exelente custo beneficio mas pagar no máximo 1. 500.
88,Só não gostei pq não da pra selecionar a rede para apenas 5g.
89,Gostei bastante.
90,Celular muito bom. Dá para rodar jogo muito ótimo pois tem 6 gb de ram memória interna muito boa. Mas é muito ruim sinal para telefonia se afastar um pouco da cidade já não pega mais rede. Do mais tudo ótimo.
91,Produto muito rápido.
92,"Estou muito satisfeito com meu m23 era tudo que eu esperava é rápido, não tranca, a bateria é duradoura,uso para jogos e ele é muito bom."
93,"Smartphone muito bom, pra quem tá precisando de um intermediário, esse é um dos melhores no momento."
94,Muito bom pro preço muito bom.
95,Gostei do aparelho. Bom está do jeito que eu queria. Valeu a compra.
96,Funciona.
97,"O m23 é muito bom , ponto negativo é a tela , mas os pontos positivos são maiores que os negativos ,pelo preço é muito custo benefício, valeu a pena comprar."
98,Recomendo!.
99,Tudo ok.
100,"Celular com ótimo custo benefício! vale a pena o investimento quando estiver na promoção. Sempre tive motorola, então ainda estou me acostumando com samsung."
101,"Só achei estranho uma operação nele, quando excluo os arquivos recentes ele tambem exclui da galeria e fo meu cartão sd."
102,"Excelente! suporta dois chips de operadoras e um cartão de memória ao mesmo tempo. A tela é de boa qualidade, muito clara e nítida, além de ter um bom tamanho para assistir vídeos. Após uma carga completa, leva mais de 24 horas para descarregar totalmente a bateria."
103,"Aparelho custo benefício, ótima construção, design desempenho e memória."
104,Bom custo benefício bom.
105,Ótimo smartphone. 👏👏👏.
106,Muito bom.
107,Ótimo custo benefício!.
108,Top!😁.
109,"A câmera superou as expectativas. Principalmente a frontal. O fato de ter um processador snapdragon evita o aquecimento que um exynos causaria. Quanto à bateria, ainda não tive a oportunidade de configurar e testar totalmente, mas a princípio é boa."
110,"Celular excelente, um dos melhores nessa faixa de preço, recomendo muito."
111,Falta opçoes de captura de tela e toques na tela para certas açoes.
112,Eu super recomendo.
113,Gostei do celular bem rápido só a bateria que não foi o esperado.
114,Muito bom.
115,
116,"Bom celular, só que a bateria não dura muito achei ele um pouco pesado bom custo benefício. Recomendo."
117,Muito bom produto!.
118,"Celular muito bom, ótimo custo benefício na faixa de preço dele."
119,Gostei muito.
120,"Ótimo custo benefício excelente,deixa a desejar um pouco na durabilidade da bateria,mas no geral vale apena comparado pelo valor. Recomendo."
121,Muito bom mesmo.
122,"O aparelho é ótimo, mas o softer da sansung é impositivo e invasivo."
123,Não gostei da câmera.
124,"Excelente equipamento, ótimo custo benefício. Estou super feliz com a aquisição."
125,"Um celular bom ,custo beneficio ótimo só não é muito bom em câmera, mas em desempenho é ótimo só não é melhor que a tela não é amolece."
126,"Rápido, bonito. Recomendo o custo x beneficio."
127,Pelo custo benefício tá bom.
128,"Superou minha expectativas, não sou muito exigente com celular mas está muito superior ao iphone 8 que tinha, bateria dura fácil mais de 1 dia, celular muito rápido, câmera é boa. Podia ser melhor mas atende muito bem."
129,"As vezes fica lento pra abrir alguns aplicativos,."
130,Comprei para presentear.
131,Ótimo.
132,Custo beneficio muito bom.
133,"Gostei muito, ótimo custo benefício. Pena que não veio com o fone."
134,Obrigado.
135,"A câmera traseira oferece qualidade de imagem muito boa, apenas a frontal não apreciei muito. Por ser um celular mais atual a resolução poderia ser melhor. No mais, recomendo, ótimo aparelho!."
136,"Bom custo-benefício, poderia ser mais leve."
137,"Pelo custo benefício, vale a pena. A câmera poderia ser melhor."
138,Excelente produto. Bem leve. Atende toas as expectativas. Obrigado mercado livre. O que ajudou muito foi a forma de pagamento. Obrigado por facilitar.
139,"Custo benefício bom. Mas pelo menos o meu a bateria está deixando a desejar, descarregando mais rápido do que prometido."
140,"Produto muito bom super recomendo, a bateria dura muito tempo."
141,"Excelendo custo beneficio, so peca pela tela que poderia ser amoled como os concorrentes! mas nao deixa de ser uma boa tela."
142,Comprei pro meu pai. Ele gostou bastante. Ótimo custo beneficio. 6gb de memória. Sistema rápido para uso normal.
143,"Simplesmente, o melhor custo-benefício da samsung, roda com tranquilidade os games mais pesados, como cod mobile, genshin impact, entre outros. Poussuí uma excelente camera, que consegue chegar bem próximo aos outros modelos de custo maior, e em alguns, até supera! eu particulamente considero fascinante a função macro, que permite tirar fotos detalhadamente das mais minusculas coisas. O modo de retrato é perfeito! eu posso tirar uma foto em qualquer momento aleatorio e sempre vou sair bonito, não posso afirmar se isso pode acontecer para você também, mas este modo de foto é realmente muito bom! parando para pensar, estou até confuso, ou eu que sou muito bonito, ou a camera é muito boa, ou é ambos, triplicando assim a minha beleza! ou apenas a minha autoestima distante da realidade, sendo essa alternativa a menos possivel. Possui uma qualidade de audio incrivel, todavia, a saida de audio fica ao lado da entrada do carregador, e de vez em quando, ao utilizar o celular normalmente, acidentalmente acabo tampando a mesma, mas isso é um dos raros pontos negativos desse celular, a bateria é excelente e dura o dia inteiro mesmo estando em consante uso, a qualidade da tela é ótima, e nunca trava, sendo quase nula as lentidões do sistema, com uma chance de 0,0072% de ocorrer. Este celular é ideal para gastar os seus primeiros sálarios, dificilmente será possível encontrar um celular tão excelente como este, por esta mesma margem de preço (estava por r$1. 500 quando comprei) nota 100!."
144,Ótimo melhor que imaginava.
145,Atpe agora estou gostando do produto.
146,Cumpre o que promete!.
147,"Perfeito funcionalmente falando. Só achei difícil achar todas as configurações da câmera. O preço estava incrível, por isso aproveitei a oferta!."
148,"Bom telefone. As especificações são boas e ajudam no desempenho. Nada excepcional mas o suficiente para um bom uso diário. A bateria sofre e não chega ao final do dia com uso moderado (sem jogos, mas usando youtube ou waze por exemplo. A câmera é o ponto fraco. De dia e com boa iluminação ainda vai, mas com fraca as fotos conseguem ser piores do que meu antigo motorola g7, g7 plus, g8 e one vision da minha esposa e mesmo o antigo j5 que ainda temos aqui tira fotos melhores. Não compre se isso for essencial. No mais, um bom conjunto onde o 5g é o grande diferencial."
149,Ótimo produto pelo preço cobrado.
150,"Atendeu bem as espectativas e um ótimo custo benefício. Ótima bateria, boa câmera e processador descente pelo preço."
151,Produto superou as minhas espectativas.
152,"Celular de ótima qualidade,comprei p o meu filho que usa p jogo,ate aqui nada a reclamar,a câmera não é lá essas coisas mas da p o gasto."
153,O celular atende muito bem para usuários normais sem muitas exigências e com ótimo custo benefício.
154,"Celular muito bom mas veio na cor errada, selecionei o azul mas veio o verde. Porém o mesmo é excelente."
155,Gostei muito.
156,"Produto muito bom, atendeu as expectativas!."
157,"Produto é bom, e o custo benefício também."
158,Produto bom.
159,Muito bom 👍 👍.
160,O smartphone é muito bom lindo me superou toda as minhas expectativas estou muito satisfeito.
161,Compensa muito. Roda tudo com tranquilidade. Bateria excelente.
162,Top da galaxia.
163,"Produto de ótima qualidade, melhor ainda no mercado livre."
164,Excelente custo benefício.
165,"Ótimo celular, atende as expectativas."
166,Ótimo aparelho!.
167,Melhor custo benefício.
168,Muito bom. Recomendo.
169,"Rapaz, excelente o celular. Minha mulher adorou. E eu pretendo comprar um igual pra mim. Pq o celular é ótimo viu. ✌."
170,Eu gostei muito do celular até agora não tenho do que reclamar.
171,"Produto com 20 dias de uso já quebrou, mercado livre só garante 7 dias, agora tenho que ficar correndo atrás da assistência técnica. Vejam só, um produto caro, com 20 dias de uso quebrado!!!!."
172,"Bom custo e benefício, achei a bateria durasse mais !."
173,Ótimo.
174,"O celular é ótimo, atendeu minhas expectativas. Um ótimo aparelho!."
175,"Excelente custo benefício! ótimo smartphone! pela sua faixa de preço é um dos melhores smartphones atualmente. Bateria muito boa , consigo chegar ao 2° dia com 40% restantes (claro vai depender do uso de cada usuário),boas câmeras,boa tela full hd,e desempenho muito bom! com snapdragon 750g consigo rodar tudo da google play. E melhor,no mínimo ele terá 2 grandes atualizações do android pela samsung. Recomendo bastante!."
176,Celular 📱 muito bom.
177,Eu fiz uma experiência com esse celular m23 eh um excelente produto até agora não tive problema com nada de boa qualidade demora a descarregar eh durável a carga câmara excepcional boa claridade eu índico sem medo nenhum aprovado mercado livre superou minhas expectativas!👏👏👏.
178,Muito bom.
179,Ótimo custo-benefício porém esperava mais durabilidade da bateria.
180,"Muito bom, respondeu as minhas necessidades."
181,Excelente!.
182,"Estamos adorando o novo celular, rápido, câmera excelente, espaço interno muito bom."
183,Produto ótimo.
184,Funcionando perfeitamente sem erros pode confiar.
185,Celular fácil de manusear. Apenas um pouco pesado.
186,Custo benefício adequado.
187,Um produto excelente!.
188,Celular maravilhoso. Extremamente rápido e uma câmera boa pelo preço que custa.
189,Eu acho que o meu produto é excelente e um ótimo aparelho.
190,É um bom produto. Recomendo.
191,"Veio em excelente estado, produto de ótima qualidade recomendo."
192,"Comprei para presentear minha tia, e ela está gostando muito do aparelho."
193,"Ótimo celular, pra quem ñ precisa de muita coisa esse supre as necessidades."
194,Muito bom aparelho.
195,Muito bom eu recomendo.
196,Fiquei muito satisfeita com o produto.
197,"Ótimo produto, um bom custo beneficio. 👍."
198,Por enquanto tá perfeito.
199,O aparelho é muito bom. Recomendo!.
200,O produto é excelente.
201,"Adorei meu galaxy m23, era tudo que eu precisava, muito espaço, rápido, ótimas câmeras, fiquei satisfeito. ;)."
202,Estou amando meu celular. Super recomendo podem comprar sem medo de ser feliz. Mercado pago está de parabéns pela agilidade e transparência.
203,"Excelente, superou minhas expectativas em tudo !."
204,Esse celular excelente 😀.
205,Por enquanto tá tudo ótimo com o celular. Só não tem entrada para fone. E eu achei que fosse um pouco maior. Mas sem problemas por enquanto.
206,"Celular incrível, câmera maravilhosa tela enorme e muito rápido, minha esposa ficou muito feliz com o presente! achei tão bom que vou comprar um pra mim também. Samsung é top!."
207,"É ótimo, bonito, funcional, rápido, com todas as câmeras excelentes, que era o que eu precisava. Porém, não tem saída ps2 e a porta usb é diferente das anteriores. Por conta disso, precisei providenciar adaptador e adaptador do adaptador."
208,Excelente! câmera e bateria absurda!!! navegador rápido!.
209,O celular é ruim esquenta demais a bateria e quando você compra eles não não dão uma garantia e manda você acionar a samsung o celular é ruim eu comprei dois dele os dois esquenta muito muito quer um conselho não compre.
210,Trava muito !!!.
211,Top.
212,Ótimo celular.
213,Recomendo ótima qualidade.
214,Celular parou de funcionar com 3 meses de uso.
215,Bateria não aguenta 5hs.
216,"Cara é um ótimo celular roda tudo liso tô gostando muito suave câmera é muito boas, baterias ,tela perfeita."
217,"Muito bom o produto, só deixa a desejar da bateria dura mexendo bem máximo 18 a 24 horas."
218,Comprei pra dar de presente pra minha filha ela adorouuuu.
219,"Super recomendo, muito bom. Bateira excelente. Camera muito boa. Muito leve."
220,Muito bom.
221,Atende minhas expectativas.
222,Só não tem fone de ouvido com fio e o sem fio é mto caro o q vcs vende.
223,Comprei o celular para minha esposa e ela gostou muito. Recomendo.
224,"Um celular realmente muito bom, fica ai bem colado na categoria dos galaxy s. Bateria me impressionou muito, ainda bem que sai da apple e voltei para samsung."
225,Estou usando muito e estou muito satisfeito e feliz câmera exelente bateria dura bastante e carrega super rápido! eu recomendo.
226,"Amei o aparelho,muito bom!."
227,Tudo de bom.
228,Um ótimo semi top de linha.
229,"Um ótimo aparelho, atendeu minhas espectativas."
230,Ótimo produto e ótimo atendimento.
231,Compraria novamente.
232,"Eu ameiiii, foi uma compra da qual eu não me arrependi."
233,Era o que eu procurava em tecnologia produto sem reclamações por enquanto.
234,Muito bom produto.
235,O áudio dele é sensacional. Muito bom mesmo. A câmera frontal deixou muito a desejar. Não gostei. A câmera frontal é melhor. Mais nem tanto assim. Tinha o a50 e achei as câmeras dele bem melhores. A bateria é boa. Uso muito o celular então não dura o dia todo. Celular rápido e sem travar. Ele esquenta muito quando carrega.
236,"Amei o smartphone a53 5g, é lindo, perfeito, tudo que esperava. Parabéns!."
237,O celular é mto bom. Esquenta um pouco jogando e carregando tbm. A bateria é boa. Ele é rápido e atende as necessidades. A câmera é bem legal.
238,"Simplesmente ótimo!. Cumpre com o prometido, super recomendo!."
239,Um produto de qualidade no mundo obrigado mesmo vcs estão de parabéns.
240,Lindo demais e muito bom!.
241,Ótimo custo benefício. Recomendo.
242,Excelente aparelho e muito top tá de parabéns.
243,Excelente aparelho! primeira vez usando samsung e gostando muito!.
244,"Excelente aparelho, atende todas as expectativas."
245,Ainda estou testando mas eu amo a sansung.
246,Fiquei muito satisfeito com o produto.
247,"Até o momento minha esposa está adorando, ótimo desempenho, bateria que dura o dia todo e a câmera é excelente."
248,Ótimo celular.
249,"Bateria dele parece que venho viciada, poxa."
250,"Muito top esse aparelho,valeu a pena investir."
251,Melhor que o esperado.
252,"Amei. Perfeito, rapido e excelente."
253,"Como certeza um dos melhores que já tive o prazer de ter. Bateria carrega rapidamente, dura bem. Além de ter um design incrível e elegante. Câmeras ótimas e com funções incríveis. Eu amei 🤍."
254,"Amanda,camera otima."
255,"Pode comprar, estou amando."
256,"Muito bom. Bem rápido. Única coisa que me incomoda é o sensor de digital p desbloquear, as vezes custa identificar. Tirando isso é muito bom 👍."
257,Muito bom.
258,Ótimo aparelho! muito satisfeita. Recomendo.
259,Amei.
260,Produto de boa qualidade recomendado para todos.
261,Simplesmente maravilhoso.
262,"Celular lacrado, perfeito."
263,A minha filha ficou superfeliz com o novo celular dela. Aprovado!.
264,"Muito bom, mas não gostei do contato da digital. Fora isso o celular é ótimo."
265,Excelente aparelho celular. As fotos fotos ficam lindas. É bem fácil de usar. Estou muito satisfeita.
266,"Eu achei o produto de ótima qualidade, e custo beneficio mto bom."
267,"Já usado pelo bradesco, há três anos (2019). Impossível configurá-lo!!! bão comprem!!! é um golpe!!!!!!!."
268,"Muito bom, não sei por que não fabricam celulares com tv, ele é excelente o que eu precisava, minha única queixa é que ele veio sem o cabo da antena, um tremendo vacilo na minha opinião!."
269,"Não comprem é golpe. Ele vem configurado com uma conta do bradesco e não tem como tira. Não dao assistência, só pede pra devolver o celular."
270,Ótimo o produto.
271,O aparelho samsung j6 tv esta com um app de segurança samsung knox não consigo usar o aparelho.
272,"Ótimo,mto bom mesmo o aparelho gostei mto."
273,"Produto já conhecido, ótimo desempenho e supre minhas necessidades."
274,Ótimo produto boa qualidade gostei.
275,Muito bom gostei básico mas eficiente recomendo.
276,Produto com bom custo e benefícios.
277,O produto veio sem manual e antena da tv. Comprei so pra ver a tv e decepcionei.
278,"O smartphone é excelente e top de linha, todos já conhecem o ótimo processador, a capacidade armazenamento e a potência das câmeras fotográficas, mas o que deixa a desejar mesmo é a falta de um carregador (vem apenas o cabo) e de bons fones de ouvido (não vem sequer um fone com fio). Um absurdo para o aparelho tão caro."
279,"Muito bom, o celular não deixa a desejar e vem com diversas melhorias. Recomento da todos que desejam trocar seus aparelhos por um que cumpre a maioria dos requisitos atuais de um smartphone."
280,"Esquenta muito, as vezes absurdamente."
281,Não funciona.
282,Bateria ruim !!.
283,"Ótimo aparelho, sai de um iphone 11 e não me arrependo! configuração rápida, câmera muito boa e nítida, porém fiquei bem decepcionando com o desempenho da bateria. Não consigo terminar um dia com bateria, mesmo sobre o uso moderado."
284,"Celular é ótimo mas vai ganhar 3 estrelas porque não vem com o carregador, o que é um absurdo! um celular desse preço não vir carregador é o fim do mundo. Acham que vou carregar o celular, com o que?????."
285,Produto muito bom!.
286,Aparelho high end com bateria impressionante e câmera que faz mágica nas fotos. Excelente custo benefício agora que o s23 foi lançado - esse não fica devendo nada para o modelo novo. Ultra robusto e eficiente.
287,"Excelente! câmeras muito boas e aplicativo nativo de câmeras tb é muito bom, tem muitos recursos. Não esquenta muito como eu temia e é bem rápido."
288,Até o momento está otimo.
289,"Celular é maravilhosos, pena que a bateria não dura muito tempo."
290,"Nossa!encantada com meu celular,câmera de primeira qualidade,design lindo,velocidade ótima luminosidade excelente obs: se usar menos luminosidade a bateria aguenta por mais tempo,eu só compro celular da samsung para mim não existe celular melhor que essa marca,cada vez que troco de celular mais me surpreende satisfeita com a compra super índico valeu cada centavos."
291,"Estou satisfeita. O produto cumpre tudo que promete, é uma nave com ultra velocidade na sua mão. Recomendo!."
292,"Excelente, tudo conforme esperado!."
293,"Produto muito bom, com muitos recursos e de boa tecnologia."
294,"Simplesmente sensacional, supera as expectativas, só tendo um smartphone desse nas mãos para saber o quanto é bom."
295,"Muito bom, tela de tamanho adequado, câmeras de qualidade, design acompanhando a atualidade. Como todo sansung, fácil de operar."
296,Ah o que falar sobre esse celular? ótimo! atende a tudo o que preciso! recomendo a todos!.
297,"Ótimo produto, sempre tive samsung e não me arrependo nenhum pouco. Este celular é super rápido da um banho naquele telefone que tem uma maça kkkkk. Recomendo a todos."
298,O melhor da linha s dos últimos anos.
299,"Aparelho excelente, recomendo à todos que tiverem à procura de um aparelho premium!."
300,Excelente. Rápido e faz fotos muito boas.
301,Câmera monstra. Aparelho sensacional.
302,"Celular top. Não deixa a desejar em nada. As fotos maravilhosas, processador muito rápido. Quem deseja comprar, pode comprar sem medo."
303,"Maravilhoso, ótimo aparelho superou minhas expectativas."
304,"Excelente aparelho, só estou achando estranho o tamanho da tela."
305,Celular nota 10 muito bom mesmo o único ponto negativo é a bateria que deveria ser nu minimo 5000 ah se usa todos os recursos que o celular oferece a bateria não vai aguentar o dia todo com um uso mais intenso.
306,Excelente custo beneficio sem dúvidas o melhor da categoria.
307,"Muito bom! valeu cada centavo,superando minhas expectativas."
308,Comprei um samsung galaxy s20 e veio uma capa de iphone carregavel.
309,"Nesse celular você recebe além do que paga, bom dms."
310,"Produto de ótima qualidade, único porém é referente a nf."
311,Excelente produto nao quero escrever mais.
312,"Achei um desrespeito vc compra um telefone e recebe uma capa de telefone, e o mercado livre não respode nada para voce."
313,Conforme descricao! otimo aparelho!.
314,"Gostei do aparelho, estou com 1 semana e tudo ok, eu que uso pouco, esta durando 2 dias 12 horas de bateria."
315,"Estou satisfeita com essa adesão, corresponde minhas expectativas não deixando nada à desejar, bom custo benefício excelente e recomendo não me arrependo!."
316,A bateria não dura o quanto deveria.
317,Gostando muito. O melhor que eu esperava. Excelente aparelho. Recomendo.
318,Excelente celular. Eu tinha um samsung a01 era horrivel. Esse é muito bom.
319,Estou muito satisfeito com este produto.
320,"Smartphone é até bom, mas o ruim dele é mesmo a bateria, uma coisa que eu percebi foi que carrego em 100% e rapidamente vai caindo em 98% 95% 91% em poucos minutos, já o meu redimi note 7 quando eu comprei há uns 3 anos ele demorava para para cair de 100% para 98% etc."
321,Muito bom o produto.
322,"Muito bom, recomendo muito, apesar de não vir com os acessórios na caixa, é um excelente aparelho."
323,"Excelente telefone, muito rápido e com bastante recurso, câmera toop."
324,Maravilhoso!! melhor compra que fiz. Super feliz com a escolha.
325,"Muito bom smartphone. Já tenho um s9 e s20, porém o s21 es mais espetacular."
326,"Produto de alta qualidade, parabens."
327,"Sensacional! uma grata surpresa, tanto em performance quanto em design."
328,"Smartphone top linha, lindo, não é pesado, câmera excelente e tela muito bonita."
329,Exelente aparelho. Designe inovador e um otimo custo beneficio.
330,Ótimo produto. Estou muito satisfeita.
331,"Muito top esse celular me surpreendeu amei, a câmera é boa leve todo delicado simplesmente maravilhoso. Muito satisfatório."
332,Custo beneficio muito bom. Funcionando perfeitamente. Agradecido.
333,Muito bom produto.
334,Recomendo muito e bonito.
335,Muito bom e correspondeu expectativa.
336,Ótimo smartphone. Fotos e vídeos de ótima qualidade. Espaço de armazenamento ótimo. Várias funções que visam adequar as necessidades do usuário. Recomendo.
337,"O celular é bom, porém, não tem entrada para fone de ouvido com fio, e não me lembro de ter lido nada sobre nas especificações do produto no momento da compra."
338,Não é um ruim telefone só o problema desse telefone é o sensor digital na tela está dando problema travando.
339,"Excelente celular, compatível com os recursos definidos, velocidade, facilidade de navegação, duração da bateria etc. Com um mês de uso, não tenho o que reclamar."
340,Celular top gostei muinto só uso samsung.
341,Amei o celular.
342,Produto excelente como todos.
343,"Amei meu produto, veio de acordo minhas expectativas."
344,Eu achei o produto maravilhoso.
345,"Agradável,preciso de mais tempo usando pra ter uma melhor avaliação."
346,O celular pode ser muito bom para quem tem pouca demanda de uso e usa mais exclusivamente para redes sociais. O processamento não é dos melhores. Eu tinha um xiaomi redmi note 9s há 2 anos e senti muito a diferença.
347,"O único problema é que não tem entrada para fone de ouvido, tive que adquirir um adaptador para uso."
348,"Bateria dura 2 dias , ótimo som stereo, fotos incríveis, aparelho ótimo, ponto negativo que não tem entrada pra fone de ouvido p2 , tirando isso e excelente!!."
349,Comprei esse celular mais pela duração de bateria e não me atendeu ele não dura muito como eu esperava por exemplo coloquei pra carregar era 8:32 carregou 11:00 horas são 19:42 e já está 38% acredito que para trabalhar no dia a dia não vai servir pra mim e por ser samsung achei que a câmera seria top como samsung j2 mais não 😔.
350,1 estrela pelo fato de estragar conector de energia em menos de 3 meses. De um dia pro outro simplesmente não carrega mais. Fica dando mensagem de umidade ou sujeira. Sendo que não molhou e está limpo. Samsung pecando mais uma vez.
351,"Excelente aparelho para uso pessoal, com uma conexão 5g."
352,"Alguns meses de uso e aprovado quanto as utilidades do dia a dia, bateria pode melhorar e otimizar para durar um pouco mais. Sem travamentos. Recomendo."
353,Muito bom.
354,Celular ótimo.
355,Tudo certo o produto.
356,Bom celular.
357,Bom.
358,Produto bom.
359,"Boa tarde, tem só 03 meses de compra e já esta apresentando problema. Desde ontem ñ aceita o carregamento,como posso levar para autorizada."
360,Excelente.
361,Excelente compra. Cel perfeito!!!.
362,"O celular é até bom, mas descarrega muito rápido. 👎🏾."
363,"Celular top de mais, pode comprar sem medo."
364,Ótimo.
365,Vem sem carregador.
366,"Sensacional telefone, vou até fazer um review detalhado dele e colocar no meu canal do youtube. Zumbi tech."
367,O produto é top.
368,Bom.
369,Dei de presente.
370,"Top celular, trabalho, bato ponto e divulgo meu trabalho com ele."
371,"Gostei muito, só a bateria que eu acho que descarrega rápido. No de mais gostei de tudo."
372,No geral muito bom.
373,Meu celular não completa carga da bateria fica em 85%.
