,comment
37,"Cumpre bem o esperado, nao testei em jogos."
38,"Produto de ótima qualidade, atendeu bem minhas necessidades!!."
39,"Muito boa a memória ram, de boa qualidade."
40,Muito bom! funcionando perfeitamente.
41,Produto exelente gostei mt otimo.
42,Não tenho saber se o produto era bom pois os correios enfiaram dentro do cú deles.
43,"Excelente produto, é o mesmo fabricante que o original do meu computador, foi só colocar e usar, o próprio computador acusa a instalação da nova placa e já começa a funcionar."
44,"Gostei muito do produto, foi compatível 100% com meu notebook da acer no qual ja tinha uma memoria da marca, consegui dobrar o desempenho e ganhar muito em produção. Recomendo a todos do ml."
45,"Fiz a atualização de memória no meu note e o ganho foi visível. Junto troquei o meu velho hd de 7200 rpm por um ssd e também surtiu efeitos positivos no conjunto, memória ram, disco e processador."
46,"Produto muito bom, atendeu todas as minhas expectativas, claro que não é uma diferença absurda mas pra quem saiu de 4gb pra 8gb muda bastante coisa, agora eu até consigo jogar alguns jogos tipo gta 5 e csgo que antes o jogo não passava do menu ou rodava com fps extremamente baixo. Recomendo."
47,"Ram é ram, não tem muito o que falar. Veio bem certinha embalada e ativou o dual chanel tranquilo no meu note que já tinha outro pente de 4gb, totalizando assim 8gb de ram, o que ajudou muito a navegar de forma mais tranquila entre as abas do navegador."
48,"Se tivesse enviado a memoria certa com certeza eu daria 5 estrelas. Me virei com a da outra marca que sim atendeu, mas não foi a marca que escolhi."
49,"Era tudo o que precisava para melhorar o desempenho do meu notebook, já tinha comprado um ssd e essa memória complementou, funcionando perfeitamente!!."
50,"Não veio da marca smart, veio de outra marca, porém com as mesmas especificações, então não teve problema, funcionou conforme o esperado."
51,"Conforme o esperado o produto, funcionou de primeira e fez com que o note melhorasse da sua lentidão. Recomendo este produto a todos !!!."
52,Melhorou bastante o desempenho do meu notebook.
53,Excelente.
54,Excelente.
55,Excelente.
56,Excelente.
57,Ótimo funcionou perfeitamente.
58,Produto original e muito bom.
59,"Ótimo produto, me ajudou bastante no upgrade em meu all in one."
60,"Deu certo no meu notebook da. Sansung rv-415. Instalei, o note fez algumas atualizações e reconheceu automático a memória. Recomendo!."
61,Ótimo produto. Funciona perfeitamente.
62,Muito bom.
63,Produto funcionou perfeitamente.
64,"Excelente memória ram, funcionando perfeitamente. Recomendo a compra."
65,"Otima, cumpre com prometido. Pc ficou top. Recomendo."
66,"Funcionando perfeitamente, indico a todos do ml."
67,Ótimo produto.
68,Funciona.
69,Funcionando perfeitamente.
70,"Ótimo produto, detectada e pareou sem nenhum problema. Parabéns."
71,"Ótima memória, resolveu meu problema."
72,"Muito bom, gostei."
73,Excelente muito boa o not ficou bem mais rápido. Eu recomendo.
74,Funciono perfeitamente.
75,Produto bom e funcionando perfeitamente!.
76,"Muito bom , perfeito , otimo custo e benefício."
77,"Produto atendeu às expectativas. Até a presente data, está funcionando perfeitamente."
78,De acordo com o esperado.
79,Funciona bem mesmo. .
80,"Excelente produto, foi só encaixar no slot no notebook, ja reconheceu e funcionou 100%."
81,"Bom produto, funcionando normalmente."
82,Produto excelente. Aumentou significativamente a velocidade do pc.
83,Muito bom atendeu as expectativas.
84,Produto de alta qualidade. Recomendo e agradeço.
85,"Ótima memória, inclusive já comprei outra."
86,Muito bom. Recomendo. De acordo com o anunciado.
87,Uma compra muito satisfatória que atendeu as minhas expectativas além do esperado.
88,"Excelente produto, muito bom, paguei o preço justo."
89,Memória com especificação idêntica a anunciada. Funcionando perfeitamente após testar no memtest+. Recomendo.
90,Top de mais. Pode comprar sem medo.
91,O produto está dentro do solicitado.
92,"Muito bom, salvou meu notebook."
93,Funcionou perfeitamente para meu notebook acer e-571-g.
94,Meu notebook ficou melhor do que quando era novo.
95,Ótimo! ja instalei e está funcionando perfeitamente!.
96,"Muito bom produto, todas as características de acordo com o anunciado e funcionando perfeitamente."
97,Excelente produto. Recomendo a todos.
98,"Produto dentro do esperado, funcionando certinho."
99,Ótimo. Era o que eu esperava.
100,Funcionando perfeitamente! até agora tudo certo.
101,"Produto de qualidade, funcionando perfeitamente, testado e aprovado!."
102,"Funcionando perfeitamente, sem travamento."
103,Em perfeito estado de funcionamento.
104,"Muito bom, funcionou maravilhosamente."
105,"Memoria classica, muito boa e funciona perfeito. Até hoje tenho no meu notebook."
106,Ótimo produto funcionando perfeitamente.
107,Ate agora nenhum problema. Meu computador reconheceu bem.
108,"Totalmente compatível com o meu hp core 5i, 14"", windows 8. 1. Recomendo."
109,Atende às expectativas mesmo.
110,Produto instalado e funcionando perfeitamente. Recomendo.
111,Tudo certo gostei muito do produto perfeito funcionamento.
112,"Tudo certo, instalada e funcionamento ok."
113,Produto funcionou perfeitamente.
114,Muito boa não tem nada para reclamar recomendo.
115,Ótimo produto e funcionando 100%.
116,Cumpre o que promete. Produto de boa qualidade.
117,Atendeu a descrição anunciada.
118,Boa noite mercadoria otima primeira qualidade.
119,"Meu bom, ótima qualidade, ótima preço mesmo nessa época de crise."
120,Produto está funcionando em perfeita sincronia com a outra memoria ram original do meu notebook lenovo. Tudo fluindo muito bem até então (2 semanas e meio de uso).
121,"Muito bom produto, funcionando perfeitamente."
122,"Muito bom, funcionando perfeitamente."
123,Funcionou certinho no notebook.
124,Produtos original de ótimo qualidade.
125,Produto muito bom recomendo a todos.
126,Muito bom e o meu notebook ficou excelente. Rápido e ágil. Recomendo.
127,O produto funcionou perfeitamente. O próprio sistema operacional reconhece a instalação.
128,"Está funcionando muito bem, o atraso nem conta pois o correio é uma benção."
129,"Produto de ótima qualidade, índico pra todos."
130,"Produto de ótima qualidade e funcionando em pleno ""vapor"". Valeu a compra."
131,Ótima memória smart de 4gb. Recomendo.
132,"Funcionou perfeitamente, recomendo."
133,Muito bom. Adicionei essa memória e um ssd. Meu notebook ficou um foguete.
134,Correspondeu a minha necessidade.
135,"Produto de ótima qualidade, funcionando perfeitamente."
136,"Funciona perfeitamente, conforme prometido."
137,Muito bom obrigado muito mais rápido.
138,"Funcionou perfeitamente!. O notebook está muito melhor, e resolveu o problema."
139,Veio muito bem embalada e atende perfeitamente a descrição.
140,"Excelente! fazer par com memória já instalada exige as mesmas especificações - instalei e rodou perfeito, dobrou a ram disponível!."
141,Muito bom. Atendeu minhas expectativas.
142,Produto excelente serviu muito bem pra mim!.
143,Produto funciona perfeitamente no meu lenovo memoria tem a mesma especificacao do modelo que veio de fabrica.
144,Muito bom. Serviu perfeitamente.
145,"Produto conforme anunciado, funcionando perfeitamente! recomendo a todos."
146,"Boa qualidade , funcionando perfeitamente."
147,Produto muito bom de alta qualidade e 100% eficiente.
148,As originais seguem o padrão de qualidade. Nunca tive problemas com essa marca.
149,Ótimo produto. Funcionou perfeitamente.
150,"Muito bom, funcionando perfeitamente em conjunto com outro módulo que já tinha."
151,"Produto de qualidade. Original, serviu perfeitamente."
152,"Atendeu minha expectativa, muito eficiente recomendo."
153,Até o momento nada a reclamar. Ficou excelente.
154,"Memoria ram classica de qualidade, ótimo produto."
155,Funcionou perfeitamente. Recomendo.
156,Exelente produto com custo beneficio muito bom.
157,Funcionou como esperado.
158,"Ótimo produto! meu notebook mudou totalmente, agora sim consigo trabalhar sem me estressar!."
159,"Muito bom, recomendo a todos do ml."
160,"Perfeita, o notebook ficou bem melhor, deu vida nova ao equipamento. Um investimento que valeu a pena!!."
161,"Produto de procedência confiável, coloquei no notebook e reconheceu o upgrade de memória. Joinha."
162,"Muito boa, excelente, alta qualidade."
163,O produto é ótimo. No meu notebook funcionou muito bem. É realmente o que eles anunciam.
164,"Produto atende as especificações originais. Valeu a compra, eu recomendo!."
165,Produto de qualidade!. Recomendo.
166,Produto de acordo com o anunciado.
167,"Veio em perfeito estado, funcionou corretamente."
168,"Pleno funcionamento, muito boa."
169,Produto encaixou de forma correta em meu equipamento e o seu funcionamento se apresenta como se fosse original quando montado em fábrica. Por enquanto está nos atendendo sem problemas.
170,Ok! o produto atende a necessidade!.
171,Meu computador ficou ótimo depois da instalação!.
172,"Produto excelente, melhorou muito o pc."
173,Atendeu as especificações conforme informações do revendedor.
174,Funcionou meu notebook ficou 100%.
175,"Tudo certo, funcionou perfeitamente, melhorou muito meu notebook."
176,Funcionamento perfeito sem reparos a fazer.
177,"Produto bom , ate o nomento o produto corresponde o que eu queria."
178,Excelente produto. Recomendo a todos.
179,Atendeu a necessidade.
180,Produto funcionou perfeitamente.
181,O produto atendeu totalmente o esperado!.
182,Otimo produto recomendo a todos.
183,"Excelente, funcionando perfeitamente."
184,"Antes meu notebook estava com apenas 2gb de ram, agora posso abrir vários programas simultanemente. Super recomendo! agora só falta um ssd pra completar."
185,Funcionou perfeitamente em meu notbook xr3000 da positivo.
186,Produto muito bom. Tudo dentro dos conformes.
187,"Funciona perfeitamente, simples a instalação!!."
188,Atendeu todas as expectativas. Comprarei qtas vezes necessitar.
189,A memória está funcionando normalmente.
190,Meu notebook de 13 anos ficou muito bom com esse upgrade da memória ram.
191,Muito bom funcionou perfeitamente e ainda chego no dia que prometeu.
192,"Produto muito bom, compraria de novo."
193,Muiiito bom funcionando normalmente ate o momento.
194,Produto muito bom. Meu notebook melhorou muito com essa memória ram. Ameii.
195,"Produto em bom estado, funciona direitinho no meu notebook."
196,Funcionou perfeitamente no meu notebook. Foi muito fácil fazer o upgrade e finalmente o notebook parou de travar!.
197,Produto novo e boa qualidade! funciona!.
198,Instalado e funcionando perfeitamente. Tudo certo.
199,Produto excelente. Todas referências corretas.
200,"Veio exatamente o anunciado. Não espere muito aumento de desempenho, mas pareceu que ficou mais estável."
201,Funcionando estável e com velocidade especificada. Não tenho nada a reclamar.
202,Muito bom. Sempre que eu precisar entrarei em contato!.
203,"Excelente, funcionou perfeitamente no meu notebook acer e1- 571. Recomendo."
204,Compra assertiva. Produto bom e de qualidade.
205,Memoria sessacional notebook ficou muito rapido.
206,"Ótimo produto , excelente qualidade está funcionando muito bem recomendo."
207,"Até agora, com 2 dias de uso está funcionando bem."
208,Ótimo produto. Funcionando perfeitamente. Veio na frequência correta também.
209,Excelente produto! parabéns. .
210,"Vale a pena para quem quer dar um upgrade no notebook, fácil instalação não precisa ser técnico, coloquei essa memória e um hdssd a máquina está voando baixo agora."
211,"Muito bom produto, recomendo a todos que se interessarem."
212,"Memória excelente, funcionou perfeitamente no meu notebook lenovo g40-70, super recomendo."
213,"Produto era exatamente o anunciado e me atendeu muito bem. Fácil instalação, bom funcionamento."
214,"Ótimo produto, atendeu exatamente minhas expectativas!."
215,Produto cumpriu o esperado. Atendeu às expectativas!.
216,Serviu perfeitamente no meu computador.
217,"Produto ok , perfeito funcionamento."
218,"Produto conforme descrição, funcionamento ok."
219,Funcionou perfeitamente. Produto excelente.
220,"Funciona perfeitamente, meu note agradece o upgrade!."
221,"Funcionou perfeitamente no meu sony vaio ddr3, estou satisfeito."
222,O produto é de qualidade! fiquei satisfeito com a compra!.
223,"Muito satisfeita com a memória ram, não tive problema algum com ela até o momento."
224,Produto excelente e não apresentou problemas.
225,Serviu para meu notebook asus x450. Passou no memory test. Recomendo.
226,Produto serviu perfeitamente no notebook.
227,Recomendo. Melhorou muito o desempenho do meu notebook. (antes tinha 2gb).
228,Muito bom. Um bom negócio. Muito rápido. Deu uma folga na memória ram no meu notebook samsung np270e.
229,"Já conheço a marca, excelente qualidade, recomendo."
230,Otimo produto como eu queria para meu not.
231,Produto de boa qualidade e funcionando perfeitamente.
232,Excelente produto! qualidade muito boa!.
233,O produto é o original para o. Meu notebook. Funcionou perfeitamente.
234,Ótimo produto! recomendo aos interessados.
235,"Bom para custo benefícios, e para fins que se propõe."
236,"Boa memória, foi compatível com meu notebook sony vaio sve 15125cbs perfeitamente. Recomendo!."
237,"Plug'n play no dell vostro 3460, funcionou perfeitamente. Boa qualidade."
238,Excelente qualidade.
239,Ótimo produto! realmente valeu apena!.
240,Ótimo produto funcionou perfeitamente no notebook lenovo g40-70 em dual chanel.
241,"Gostei muito. Ótimo produto. ,."
242,Ótimo produto de boa qualidade.
243,Produto de ótima qualidade! perfeito para minha precisão!.
244,Não funcionou acho que pode ter sido erro meu.
245,"Infelizmente o produto não funcionou ficar apitando já fiz de tudo , mais não pagou. Não que o produto não presta ,e de boa qualidade. Obrigada."
246,Perfeito!.
247,"Produto de qualidade, instalacao facil no samsung book e 30 e ja funcioanndo perfeitsmente."
248,"Excelente aquisição. Kingstone é uma. Marca excelente, tudo que compro desse fabricante nunca me deu sor de cabeça."
249,"Muito boa, funcionando perfeitamente, melhorou muito o desempenho do meu note dell inspiron 3567. Antes 4gb e agora 8gb."
250,Excelente produto.
251,Funcionou perfeitamente.
252,"Instalei no meu notebook, está funcionando perfeitamente sem nenhum problema."
253,Ótimo. Recomendo a todos do mercado livre.
254,Excelente meu notebook samsung reconheceu na. Hora. Muito bom.
255,"Muito bom produto recomendo, ótima qualidade."
256,"Muito bom, instalei no notebook e reconheceu logo."
257,"Ótima memória, melhorando muito a performance do windows 10 (o computador originalmente tinha só 4gb). Marca confiável, tudo lacrado, direitinho."
258,Foi uma compra tranquila. Produto de qualidade.
259,"Bom produto, esta atendendo a minha necessidade."
260,"Ótimo produto, deixou meu notebook book e30 voando."
261,"Ótimo produto. Kingston como sempre, sendo uma boa referência. Funcionou perfeitamente."
262,Perfeito. Funciona muito bem. Recomendo para melhorar a performance da máquina.
263,Notebook com somente 4 gb de ram rodando win 10 é a solução. Assim fica com 8 que já é suficiente.
264,Memória para laptops. Funcionou perfeitamente.
265,Produto excelente. Montei e liguei o note e reconheceu na hora. Está trabalhando muito mais liso.
266,Ficou perfeita no samsung book e30.
267,"Foi uma boa aquisição, por enquanto está sendo satisfatória."
268,Memória kingston boa.
269,"Fiz dual channel (2 x 16gb ram = 32gb ram) no note acer nitro an515-44 r11b (amd ryzen 7 4800h) que veio originalmente (no meu caso) com um pente de 8gb ram de 3200mhz da kingston com 22 de latência (cl22). Após pesquisar na internet, descobri que caso instalasse uma memória com latência diferente de 22, o ryzen 7 4800h não responderia às memórias instaladas com 100% de eficiência, diminuindo a performance de uma ram de 3200mhz para ~2993mhz. Por isso é sempre recomendado ao fazer upgrade de ram verificar as características da memória original de fabrica e procurar seguir seus padrões. Assim, encontrei estas memórias da crucial, que além de possuir os padrões que eu precisava para o máximo de compatibilidade, tinham um preço muito mais acessível do que as equivalentes kingston. Caso nunca tenham ouvido falar, a crucial é uma marca da micron, que é uma das maiores fabricantes desses chips do mundo, por isso, comprem sem medo - afinal, até a ram da própria kingston (assim como a de outras marcas famosas) é fabricada por eles. Apesar deste ser meu primeiro dia de uso destas memórias da crucial e ainda estarem em fase de teste, elas estão funcionando perfeitamente a 3200mhz e o note as reconheceu instantâneamente sem nenhum problema. Caso haja algum problema, altero minha avaliação."
270,"Produto muito bom, original crucial! está funcionando bem no lenovo ideapd 15alc6 ryzen 7 5700u, o pente foi reconhecido em dual chanel trabalhando bem com o outro pente smart, que é fixo no notebook. O pente que veio foi single rank!."
271,Duas telas azuis por erro de memória em menos de um mês. Não sei se é bug do windows ou se foi coincidência.
272,"Meu notebook agora tem fôlego de sobra!. 24gb de ram (esses 16 + 8 que veio de fábrica), ficou em dual chanel (acho que o sistema utiliza só 8 pra fazer o dual e os outros 8 ficam em single). Depois pego mais 16gb e fica perfeito…."
273,"Comprei para um dell g15 que tinha um pente de 8gb já instalados e um slot livre. Tudo funcionou bem, essa memória tem a latência de 22 ciclos de clock e frequência igual ao pente de memória que veio de fábrica com o notebook, correspondendo muito bem às especificações que constam no site oficial da crucial. Por conta disso, até o momento a performance foi bem satisfatória e as memórias entraram em dual channel. Produto nota 10!."
274,"Funcionou perfeitamente, deu certo no dell g15 5510, recomendo a todos."
275,"Pra quem tem acer nitro 5, pode comprar sem receio, pois esta memória atende os requisitos necessários. No meu caso, eu comprei o acer nitro 5 an515-57-520y e no mesmo dia comprei 2 memórias da crucial de 16gb (totalizando 32gb em dual-channel) e deu tudo certo."
276,Funcionou perfeitamente no meu notebook lenovo ideapad 3 ryzen 5.
277,Original com nf! funcionou perfeitamente no dell g15. Tudo ok! recomendo!.
278,Computador acer asphire 5 ficou voando.
279,Instalei no ipad 3 lenovo e deu tudo certo.
280,"Tenho um acer nitro 5 e adquiri 2 módulos totalizando 32gb e o computador está uma bala. Está extremamente rápido, até agora não tive nenhum problema relacionado as memórias. Os 2 módulos funcionam muito bem! recomento!."
281,"Simples , não atinge a frequência especificada de 3200mhz, máximo 2133mhz. Totalmente compatível com o notebook e memso assim não atinge a frequência específicada de 3200mhz."
282,Na página falou que a frequência/velocidade era de 3200hz mas ao instalar apare como 2400hz.
283,Utilizei no meu acer aspire 5 e ficou excelente! recomendo.
284,"A memória é de muita qualidade, passou em todos os testes de velocidade e capacidade que executei."
285,Produto de qualidade funcionou perfeitamente no meu lenovo 3i.
286,"O produto reduziu a taxa d frequência mesmo quando estou utilizando outra memória ram de mesma frequência, mas com tamanho de memória um 2x menor. De 3200 mhz, foi para 2400 mhz."
287,Infelizmente a memória foi um festival de tela azul um atrás do outro. A maioria erros de memória. Estou passando um teste memtest86 e em uma hora já são mais de 400 erros. Muito desgastante.
288,"Tudo ok, deu certinho no meu nitro5."
289,Muito boa.
290,Produto conforme descrição. Funcionou perfeitamente no notebook lenovo e14 intel core i5.
291,Funcionou perfeitamente em noteobok dell.
292,Pedi crucial e me mandaram outra marca.
293,"Produto excelente, melhorou bastante o desempenho do meu note, é um nitro 5 an515- 44."
294,Produto excelente!!.
295,Funcionando perfeitamente.
296,Veio exatamente o que ofereceram. Procurei na internet todas as especificações e funcionou perfeitamente bem!.
297,"Produto excelente, superou minhas expectativas, not iniciava em menos de 25seg com a atual configuração, depois do upgrade, leva apenas 6seg."
298,Perfeito.
299,O que falar de uma marca referência? não tem o que falar. Memória muito boa!. Utilizei em um dell g15.
300,Funcionou certinho no asus x515j. Ele tem um i5 décima geração e a memória ram funcionou certinho em 3200 mhz !.
301,"Difícil pra colocar mas deu certo, ainda não resolveu meu problema mas acho q agora não seria a memória mas sim outro item um software sei lá."
302,"Excelente produto, super recomendo."
303,Excelente custo-benefício.
304,Funcionou sem problemas ate agora. Reconheceu de primeira. Caso houver bo volto a falar. Mas esta tdo ok.
305,"Eu só não entendi, porque veio uma memória de 20 se eu comprei 16."
306,Instalei as memórias em meu dell g15 - 5510 (modelo com i5 10ᵃ geração e gtx 1650). A máquina vem com apenas 1 pente de 8gb e funcionou perfeitamente em dual channel ativado. Muito simples a instalação e super recomendo!.
307,Produto excelente. Instalei no meu nitro 5 junto com a de 8gb que veio nele e funcionou perfeitamente. Recomendo.
308,Meu notebook está perfeito pra jogos.
309,"Top. Gostei, vou comprar outra logo."
310,Produto excelente! fiz o upgrade de 8gb 2666 para 16gb 3200. Computador fica outro!! antes era 6. 5gb de ram e 5gb no swap. Agora são apenas 8. 5 de uso direto na ram! sobrando bastante memória! recomendo!.
311,"Meu note havia atualizado para windows 11 e começou a travar, e com essa memória ficou com 24gb, perfeito."
312,Excelente produto!!!! recomendo!!!.
313,"Ótimo produto, cumpre o que promete."
314,Chegiu em 3 dias.
315,Eficaz.
316,Funcionou perfeitamente no meu lenovo ideapad 3i core i3.
317,Atendeu minhas expectativas.
318,"Comprei a aproximadamente 1 mês e até o momento funcionando muito bem, passou no teste completo de memória."
319,"Comprei e testei no notebook lenovo ideapad 3 82mfs00100, não tive nenhum problema com relação a tela azul ou preta, realizei testes em jogos pesados e tive uma resposta muito boa, não ouve nenhuma mudança de temperatura com relação ao notebook, embora alguns site você encontra informações que o notebook suporta até 20gb outros dizem 12gb, arrisquei em comprar, está com 16gb e com 4gb soldado na placa."
320,"Muito prático a instalação, excelente custo benefício."
321,"Gostei, não conhecia a marca. Instalei há quase 1 mês e está ""rodando"" perfeitamente, sem travamento ou qualquer defeito. Velocidade conforme anunciada. Recomendo."
322,Funcionando perfeitamente.
323,Funcionou perfeitamente no meu lenovo ideapad 320.
324,"Muito bom recomendo, ótimo custo benefício, ela foi bem compatível com meu ideapad gamem 3i."
325,Produto testado sem erros no memtest86. Recomendo.
326,Ótimo produto. Valeu a pena.
327,Cumpre o que promete.
328,"Consultei a compatibilidade da memória com o meu pc (notebook) aqui na página e após confirmação adquiri. Está funcionando perfeitamente, sem queixas até o momento. Quanto a instalação (apesar de aparentemente simples), fui na assistência para troca. Satisfeito com o produto. Produto: lenovo yoga 520."
329,"Até o momento essa memória ram da crucial vem sendo testada com vários softwares e vem se saindo bem, trazendo desempenho para o notebook. Percebi também que houve uma melhora no aquecimento do mesmo."
330,Top! há anos que compro memórias da crucial e nunca me deixaram na mão.
331,Excelente produto. Super indico!!!!.
332,Excelente produto gostei.
333,"Ja tem 20 dias de uso, e funcionando perfeitamente no dell g15 r7."
334,"Montei no meu notebook ideapad3 amd rizen 7. Compatível, funcionando perfeitamente. Indico."
335,"Comprei para meu acer nitro 5, pois vinha com apenas 8gb de ram da adata e ficou muito bom sem nenhum problema."
336,"Meu notbook acer tinha 8 gb de ram, foi para 24gb de ram e eu senti muita diferença, muito mais rápido. Por ora recomendo muito."
337,"Funcionou de primeira!!! excelente produto, recomendo!!!."
338,Funcionou perfeitamente e solucionou as travadas que meu pc dava.
339,Infelizmete não emite nota fiscal.
340,"Funcionou perfeitamente no meu lenovo ideapad 3 ryzen 7 5700u. Dual channel ativado, passou nos testes de estudo, trabalho e jogos."
341,Excelente funcionou perfeito no meu acer gaming.
342,"Excelente custo benefício, vale muito a pena. Para quem tem acer nitro 5 é muito boa."
343,Funcionou perfeitamente no meu hp pavillion gaming 15.
344,Produto conforme informado. Muito bom!.
345,Produto excelente qualidade.
346,Notebook samsung book i3 10g com 32gb fica simplesmente ótimo. Me ajudou demais e ficou muito mais rápido podendo ter várias abas abertas sem travar.
347,Excelente e facil de instalar.
348,Funcionou bem com meu lenovo ideapad 3i gaming. Vai na fé.
349,Excelente! recomendo a todos.
350,Estava com medo pois havia comprado memória de outra marca e não tinha funcionado no dell g15. Mas essa funcionou perfeitamente. Obrigado!.
351,Exelente produto.
352,Serviu muito bem 16 de ram no meu lenovo i3 que agora conta com 20gb de ram. Recomendo.
353,"Infelizmente após 3 meses a memória ram apresentou tela azul constantemente. Com alto índice de travamentos. Não sei se foi por azar meu, mas agora só serve de chaveiro."
354,Funcionou perfeitamente no dell g15.
355,Muito bom!.
356,Pelo preço ficou acima das ecpectativas.
357,Gostei.
358,Crucial é a marca da micron. Excelente memória ram. Meu dell vostro 3510 está voando depois que troquei! :).
359,Tudo certo. Ótimo produto!.
360,"A princípio, funcionou perfeitamente."
361,Excelente!!!!.
362,Otimo produto irei comprar mais uma mês que vem. Indico a todos.
363,"Excelente produto, funcionou perfeitamente no meu lenovo gamming 3i 11 geração, coloquei dois pente de 32gb, dando upgrade máximo."
364,Atende o prometido.
365,Funciounou perfeitamente.
366,Maravilha.
367,"Produto genuíno, ótima qualidade."
368,Funcionou perfeitamente! recomendo.
369,"Sensacional, serviu perfeitamente para o meu acer aspire a515-56. Recomendadíssimo!."
370,"Excelente produto, funcinou perfeitamente!."
371,"Excelente, essa peça mudou tudo no meu computador, os jogos estão todos fluídos e rápidos agora."
372,Ótima memória recomendo.
373,Adicionei em um lenovo ideapad i3. Funcionando perfeitamente!.
374,Otimo produto. Vlwwwwww.
375,Tudo bom.
376,Tudo ok até o momento.
377,Excelente produto. Recomendo.
378,O produto funcionou perfeitamente no meu notebook.
379,Funcionou duas chanel.
380,A memória funcionou perfeitamente no meu laptop.
381,"Bom produto, funcionando em dual channel 3200mhz, faixa de 2300 <-> 3200 constante, testei em benchmarks atendeu bem! produto de qualidade!."
382,Correspondeu.
383,"Ótimo produto, está suprindo todas as minhas necessidades no notebook."
384,Perfeito pra meu note.
385,Excelente memória qualidade crucial.
386,Funcionou perfeitamente no meu predator helios.
387,Produto de boa qualidade. Funcionou perfeitamente.
388,"Parabéns, funciona no meu notebook dell g15 5515."
389,Funcionamento perfeito!.
390,Vei exatamente como na descrição! foi uma ótima aquisição.
391,"Produto muito bom, comprei 2 pentes e o notebook lenovo legion 5 ficou com 32gb de ram, funcionando perfeitamente."
392,Produto adequado e está funcionando perfeitamente no meu notebook. Muito bom.
393,Funcionou perfeitamente no meu dell g15.
394,"Maravilhoso, funcionou perfeitamente."
395,Excelente qualidade de construção.
396,Funcionou perfeitamente até agora. Recomendo.
397,"Excelente produto, tudo ok, funcionou perfeitamente."
398,Funcionou perfeitamente com o meu dell g15. Recomendo.
399,"Produto novo, instalado e funcionando perfeitamente."
400,Recomendo o produto! excelente compra!.
401,Produto original funcionando 100%.
402,Ótimo produto. Sem falhas e 100% de compatibilidade com meu notebook.
403,"Excelente produto, exatamente como anunciado e funcional."
404,"Muito bom produto, garanto ele."
405,Esta em uso há mês e está funcionando normalmente.
406,Está funcionando perfeitamente.
407,Produto excelente. Podem comprar sem medo.
408,"Produto de boa qualidade! tava usando 8gb ddr4 2666mhz antes do upgrade, e no meu caso valeu a pena. Recomendo!."
409,"Ótima memória e até agora esta tudo ok, em nome de deus sempre."
410,"Predator helios 300, funcionando ok!."
411,Notebook da dell ficou excelente.
412,"Muito bom, produto novo e bem acondicionado."
413,"Ótima marca, excelente qualidade, funcionado perfeitamente no meu acer nitro 5."
414,"Memória vem embalada em um envelope simples, precisa contar com a sorte e boa vontade dos correios para que chegue inteira."
415,"Funcionou perfeitamente no dell g15 5515 amd edition, junto com outra memória crucial do mesmo tipo em 3200mhz, sem conflito."
416,"Funcionou corretamente com a memória de 8gb do g15 dell i5, ficando 24 gb. Recomendo."
