,comment
52,Achei que vinha com as teclas azuis para meu filho e infelizmente todo preto. Diferente da imagem vendida.
53,"O produto é diferente do da foto, fiquei muito triste, não tempo de ir ao correio devolver."
54,"Usei mto pouco, pareceu-me bom d+."
55,Maravilhoso muito bom estou adorando.
56,"Veio tudo certinho, nada amassado. E o produto em si é maravilhoso, estou apaixonada."
57,"Minha filha adorou o teclado, as luzes das teclas são muito legais, ela ficou impressionada!."
58,Ótimo.
59,"Bom custo benefício. Pra quem tem um setup pequeno, esse teclado 60% vai muito bem. Recomendo."
60,"Muito ruim!! a parte eletrônica é péssima pelo preço! começou a dar defeito no terceiro mês de uso, hoje depois de 6 messes tá com problema em todas as teclas."
61,"Um teclado bem medio, mas bom para uso no dia a dia, comprei fazem exatos 5 meses e as vezes digitando ele digita o '' a '' 2x , ja troquei o switch e n adiantou."
62,"Olá ! boa noite! muito bom o teclado, filho está gostando muito…ótima qualidade. Gratidão graças 🙏🌱🪷."
63,Incrível o teclado.
64,Bom dia!. O produto sem problema muito ótimo.
65,"Produto de excelente qualidade funcionando perfeitamente como esperado, 🙂."
66,Recomendo.
67,Ótima qualidade.
68,"Pequeno e muito bom, veio funcionando tudo certinho."
69,"Teclado lindo, ótimo pra jogar."
70,Ótimo produto! de boa qualidade!.
71,Ele e muito bom só que veio com o switch errado.
72,"Já estou usando ele a quase dois meses e posso dizer. É um teclado sensacional!!!. Os switchs dele (blue) são muito boas, porém não é nada silencioso, o acabamento do teclado é firme e forme, não entorta ao pressiona-lá, as teclas são boas e as animações de rgb são muito interessantes de usar. Recomendo total!."
73,Ótimo custo benefício!!.
74,Excelente.
75,"Bem silencioso, pequeno, barato, muito bom de teclar. Como ele é mais compacto, algumas coisas são confusas mas é bem rápido de aprender com o manual."
76,"Muito bom, de altíssima qualidade."
77,Muito bom o produto de qualidade.
78,Muito bom gostei pra quem está acostumado a usar teclado pequeno assim é muito bom.
79,"Teclado muito bom, switch muito gostoso, resposta rápida para os jogos e não falta nenhuma tecla para nosso vocabulário. Ótimo produto. ~ ^ ç."
80,"Mto top, bem peq, sobra bastante espaço na mesa."
81,"Meu filho comprou este teclado e adorou, realmente valeu a pena a compra recomendo."
82,Produto bom versatil boa qualidade visual maravilhoso.
83,"Muito bom para jogar, mas agora para escrever e péssimo pois tem que ficar apertado fn mas não é problema e sim o jeito que é para ele ser usado."
84,"Excelente teclado pelo seu custo, pra quem procura um 60% é uma boa."
85,"Resistente e confiável, recomendo."
86,"Muito bom, excelente tamanho e custo beneficio."
87,"Amei, portátil e lindo recomendo."
88,Bom produto. Funcionando perfeitamente. Recomendo a todos do ml.
89,Muito bom comprei pra dar de presente e a pessoa adorou.
90,"Boa qualidade, excelente para games."
91,Otimo produto! qualidade muito boa.
92,Ótimo teclado tempo de resposta mto bom!.
93,Muito bom ele e ótimo para digitação e para jogos.
94,"Atendeu bem minha expectativa e necessidade, qualidade superior a outros na mesma faixa de preço. Recomendo o produto para quem passa muito tempo jogando. Uso ele para jogos de fps e alguns mmorpg e mmoarpg."
95,"Ele é muito bom faz o que promete, só não esqueçam de pedir o drive junto."
96,Produto é muito bom. Pena que o site oficial onde baixa o programa pra remapear as teclas está fora do ar.
97,"Excelente produto, ótima qualidade!."
98,"É um teclado lindo, todo o unboxing é muito bem pensado e a gente vê que se preocuparam em ser algo bonito e bem feito. Ele é bem barulhento, por ser mecânico, e aí vai do gosto pessoal da pessoa (eu amo). Pra configurar as teclas de emoji precisa baixar o programa da logitech e em alguns apps no mac eles não funcionam, então pra mim essas teclas vão ser mais estéticas mesmo."
99,"Teclado perfeito. A configuração é bem fácil e simples para quem só quer usar só a padrão. Quem quer customizar a mais para cada tipo de programa, é possível também. Dois pontos que precisa considerar:. 1. O tamanho do teclado mais compacto e os botões redondos, faz com que a distância entre as teclas seja menor. Eu não tive problemas pois tenho as mãos pequenas, mas para uma mão maior, provável que tenha dificuldade na hora de digitar até se acostumar com o formato. 2. Esse teclado não é padrão abnt. Após instalar o driver da logitech, você precisa ir nas configurações do sistema mudar o layout do teclado para interlingue (ile) e o idioma para estados unidos internacional. Assim vai estar configurado para usar todos os acentos e caracteres especiais desse teclado."
100,"Amei, as teclas são fáceis de tirar o aplicativo para trocar as funções das teclas é bem fácil de mexer. Conectividade ótima, antes de comprar eu fui em uma loja testar."
101,Excelente.
102,"Maravilhoso!!! excelente produto!!! o teclado é incrível, nostalgico!."
103,"Maravilhoso. Tudo nele é incrível! a redragon sabe fazer produtos de qualidade! a base dele é de borracha, então mesmo que você coloque somente sobre a mesa, não vai escorregar. As teclas são bem macias e o barulho não incomoda. Da pra regular a intensidade da luz, pode até desligar, se preferir. Você faz isso no teclado mesmo. Controla reprodução de músicas e vídeos tb. Tem mais funções, mas ainda não usei todas. Super recomendo!."
104,"O teclado em sí e ótimo. Não gostei do modelo rainbow. Porém minhas condições no momento só me permitiram comprar ele. Como eu já espera e sem graça essas cores fixas e tal. O rgb da 10 a 0 nele sem dúvida. O meu veio com defeito na luz da seta esquerda apesar de me incomodar a luzinha ser a única que não acende, veio funcionando a tecla perfeitamente. Optei por não trocar pois vou me mudar, e iria demorar demais pra enviar outro. Fora isso tudo perfeito. Se estiverem em dúvida entre esse e o rgb, peguem o rgb. Sério. Muito mais bonito esteticamente."
105,"O corpo do teclado é feito de um plástico bem resistente, ele passa a sensação de ser bem sólido. Estou usando mais ou menos ha um mês, e até agora ele ta aguentando bem."
106,O produto é perfeito! as luzes são bem fortes ele é bem resistente e confortável e é barulhento por causa do swicth azul (do jeito que eu gosto kkkk) amei se eu fosse trocar só trocaria ele pelo mesmo so que com rgb! recomendk 10000000%.
107,"Comprei em menos de uma semana e estou amando o teclado. Por ele ser raibonw e não rgb não tem muita opção de iluminação do teclado, mas fora isso é muito bom. Acho que vale a pena pra quem tá começando com teclado mecânico!."
108,"É muito bom, mas faz muito barulho e em duas ou três ocasiões me trancou enquanto eu estava em uma reunião de trabalho, possivelmente toquei a tecla errada, mas isso não aconteceu comigo com outros teclados tantas vezes."
109,Teclado de ótima qualidade. Mas pelo preço vale mais a pena o rgb.
110,"O led das teclas estão queimando em efeito dominó, um atrás do outro, 4 teclas pararam de funcionar sendo elas: 9, o, l e a tecla do ponto."
111,Muito bommm. . . . . . . . . .
112,Tudo perfeito. Recomendo a todos.
113,Produto muito bom. Recomendo. Muitas funções.
114,Ótimo teclado produto de extrema qualidade.
115,"Otímo produto, cores gritantes , produto muito bom."
116,Muito bom. Foi um presente para meu neto e ele adorou.
117,Ótimo teclado mecânico. Todos os switchs funcionando perfeitamente.
118,"Produto muito bom, bem acabado e resitsente."
119,"Teclado eficiente. Acabamento e construção simples. Só não gostei do space. Se não pressionar no meio, a tecla afunda e não aciona corretamente."
120,"Melhor do que eu esperava, esse foi meu primeiro teclado de marca e estou muito feliz com ele. Estou usando ele a mais de duas semanas e não tive nenhum problema, funcionando corretamente para jogar."
121,"Ótimo teclado, funcionando perfeitamente."
122,"Ótimo produto, exatamente conforme o anunciado. Compraria de novo."
123,"Atendeu a todas as minha expectativas, muito bom."
124,"Um teclado ""barato"" e muito bom, só nao dou 5 estrelas pq os switch fazem muito barulho, mas tirando isso é incrivel."
125,"Satisfatório, bonito, e bom para jogar. Até o momento nenhum ponto negativo."
126,"Ótimo custo benefício, excelente pelo preço."
127,Excelente!.
128,"O produto é bom, mas infelizmente a tecla home não acende, optei por não devolver pois imagino que tal processo é lento, e como não estava disposto a esperar mais, acabei ficando com o produto."
129,"Teclado muito bom, switch blue faz um barulho legal, precisão ao apertar, anti ghosting e velocidade surpreendente, e tem aspecto bonito."
130,"Muito bom, o melhor que já tive."
131,"Ótimo custo benefício e muito lindo, meu setup da redragon tá ficando bala."
132,"Produto bom como esperado,tudo funcionando perfeitamente."
133,Responde muito bem a todos os comandos ate agora sem problemas.
134,"Ótima qualidade,super satisfeito."
135,"Ótimo produto, do jeito que eu estava imaginando."
136,"Ótima qualidade, atendeu a minha expectativa."
137,"Pelo preço, é um excelente produto. Comprei para o meu filho e está super satisfeito. Quem quiser um teclado bom pagando pouco, indico esse."
138,"Muito bom , produto de primeira."
139,"É meu primeiro teclado mecânico e ate o momento ta bem tranquilo de usar. Pra quem prefere teclado silencioso, nao recomendo."
140,"Gostei muito, compacto, teclas suaves e ótimo preço."
141,"Muito bom, supriu todas as expectativas. Porém ele é o mais barulhento que tem, fique ligado."
142,"Muito bom, pelo preço, ta excelente!."
143,"Excelente, ótima qualidade do material."
144,"Excelente, muito bom o barulho das teclas, a iluminação é perfeita, tem vários tipos de efeito e muito leve e compacto, recomendo."
145,Produto de excelente qualidade.
146,Teclado de excelente qualidade.
147,Muito bom !!!!!!!!!!!!!!!!!!!!!!!!.
148,"Produto ótimo, custo beneficio excelente !."
149,"Otimo produto , muito bom."
150,"Que teclado maravilhoso, resposta rápida, compacto, excelente qualidade várias configurações a disposição, realmente adorei."
151,"Produto de excelente qualidade, recomendo !."
152,"Classe superior, alta qualidade e custo x beneficio."
153,Com 4 meses de uso ele apresentou problemas nos leds de algumas teclas e o teclado se invergou por ser de plastico n recomendo.
154,Comprei um e esta atendendo minhas necessidades.
155,"Teclado muito bom, meu filho adorou! mas poderia ser mais silencioso como os teclados dos notebooks."
156,"Bom teclado, iluminação boa e tamanho bem pequeno."
157,"Muito bom, muito bom, muito bom."
158,"Top demais, qualidade e cumpri a descrição."
159,"Otimo teclado, muito bom e versátil."
160,"Gostei bantante,é original e vem lacrado,o unico probleminha q veio no meu foi a tecla enter dar umas agarradas as vzs(pode ser problema da minha unidade)."
161,"Melhor compra que eu já fiz, teclado excelente e atende super bem."
162,"Boa noite, bonito, nao ocupa tanto espaco, meu filho adorou, era exatamente o q ele esperava para jogar."
163,Top demais! ótimo produto é de durabilidade.
164,Teclas em 1 mês para oa barulho.
165,"Muito bom, ótimo custo beneficio."
166,"Teclado bom dms,preço otimo tambem!."
167,"Teclado muito bom! tem boa construção, e é confortável para trabalhos e jogatinas."
168,"Custo benefício excelente, recomendo demais esse teclado."
169,"Excelente, bom, bonito e muito fácil de usar. Parabéns."
170,"Excelente produto, ótimo teclado tanto pra gamers quanto pra digitação."
171,Ta com migo um bom tempo já até agora ele tá perfeito=d.
172,"Produto mt bom, recomendo demais!!!."
173,"Produto com excelente custo benefício, dificilmente encontrará outro com essa qualidade nessa faixa de preço."
174,Produto de otíma qulidade gostei muito cumpri o descrito.
175,Produto de boa qualidade. Recomendo.
176,"Excelente, muito bom e barato!."
177,Peoduto como esperado muito. Bom.
178,Muito bom podem comprar tranquilamente.
179,"Teclado excelente, melhor preço que consegui encontrar, só senti falta de nao ter switch preto pra opção preta do teclado, mas zero defeitos, compra otima!!."
180,"Top demais. Não é o top da marca, mas é o melhor teclado que comprei até hoje. Para espaço pequeno, melhor opção!."
181,Excelente produto! recomendo a todos os gamers.
182,"Ótimo produto,recomendo a todos do mercado livre."
183,Ótimo estou usando a semanas aconselho mt realmente n existe um melhor x custo benefício.
184,"Ótimo produto, muito bem construído, as experiências de jogabilidade e digitação são maravilhosas, recomendo muito."
185,Muito bom e eficiente. Ótimo custo benefício.
186,"As teclas são muito duras. Para jogar até dá para o gasto, mas para digitar é horrível. Já voltei para o teclado velho. Uma pena, pq as teclas macros são mto úteis."
187,Pouco tempo de uso apresentou problema!!.
188,É bom mas ja veio com feito algumas teclas param se der uma apertada uma torcida no teclado elas voltam. Da muito trabalho trocar entao vou usar assim msm. Uma merda.
189,"Produto de qualidade para automação de tarefas via botões customizáveis. Não é o melhor para digitação, botões deixam a desejar na ergonomia."
190,Durou pouco. Porém me ajudou bastante. Após alguns meses de uso simplesmente algumas teclas pararam de funcionar. Tive que comprar outro. Porém cumpriu missão.
191,Muito bom.
192,Excelente. Mas as teclas poderiam ser mais macias. Só por isso não é 10.
193,"Pior teclado que já comprei, disparado. Até os teclados de r$30 conseguem ser melhor. Só não devolvo pelo trabalho. Teclas duras - precisa apertar bem forte pra funcionar - e meio apagas. Dá pra ver que vão perder a tinta rápido. Tenho um multilaser warrior tc167, mais antigo e muito bom, e vou continuar usando. Não recomendo."
194,"As teclas são horríveis, as letras horríveis, teclas duras e as vezes dão umas stravadas que trapalha muito. Eu tinha um outro warrior de outro modelo que era muito bom, já este é muito ruim. Não gostei e não recomendo."
195,"O teclado é bom, mas as teclas são um pouco ""duras"" parecer raspar em alguma coisa ao serem acionadas. E tb a visibilidade das teclas não é boa, pois a iluminação não acende toda a letra, a parte superior de cada tecla fica quase apagada. A parte de macro é show."
196,"Horrivel. Existe uma fileira de botões extras do lado esquerdo que fazem com que todas as outras teclas estejam erradas uma fileira para a direita. Além de ser extremamente grande, com bordas que atrapalham a movimentação das mãos pelo teclado. É legal as opções de memorizar ações, mas dá pra fazer o mesmo com 1 hotkeyz sem afetar o resto do produto."
197,"O teclado e bem top, iluminacao bacana tbm!!. Quem estiver olhando para comprar, eu recomendo, pode comprar sem medo!!!."
198,Muito bom.
199,"Teclas meio duras,mas atende minhas necessidades."
200,"O teclado deu defeito com menos de uma semana de uso. Quando seguro uma tecla ela não fica pressionada, fica como se eu estivesse apertando repetidamente a tecla."
201,"Achei o teclado com a construção não tão robusta, mas está excelente pela faixa de preço."
202,"Testei ontem e tudo funcionando até o momento, me agradou."
203,Maravilhoso adorei q pena as luzes não fica verde tbm!!!!!!.
204,"Produto é bom pelo valor, mas pra mim que joga alguns jogos que precisam de muita repetição acaba sendo um pouco ruim, porém cumpre o que deve e o valor."
205,"Excelente teclado com 3 teclas de memória e 5 teclas de gravação que somando dão 15 macros tecla enter grande, querty português recomendo a todos."
206,"Muito bom e bonito, meu filho adorou."
207,"Ainda não testei, mas o teclado e lindíssimo e de ótima qualidade."
208,Produto muito bom.
209,Produto muito bom super recomendo o preço tambem esta muito bom.
210,"O teclado está funcionando excelente, mas a caixa veio meio aberta e com alguns rasgos e faltando o manual que tive que baixar."
211,Otimo teclado e forte e robusto.
212,"Um excelente produto, muito prático, gostei."
213,Realmente atendeu as minhas necessidades. Ergonomicamente perfeito e teclas com precisão.
214,Muito bonito e eficiente o produto.
215,Muito bom. Já compro a linha warrior há anos e não tenho do que reclamar.
216,Top. Bem robusto teclas bem iluminadas. Super indico.
217,Top demais maravilhoso. Compremm.
218,Muito bom recomendo a todos do ml.
219,"Ótima conexão sem fio e cores rgb vibrantes totalmente configuráveis via razer synapse. Ótima construção e tamanho, substituindo um huntsman mini apenas pela conexão sem fio para ter mais conforto e espaço sobre a mesa, mas me surpreendi muito com este modelo. Impressionante!."
220,"Muito bom para games, que não utilizam das teclas ""f1"", por ele ser a versão compactada, da mais espaço na mesa e um design muito bonito. Porém pra quem busca digitação, não deve ser a escolha ideal, também por ser um teclado padrão americano e não ptbr."
221,"O produto tem uma excelente construção, mas alguns detalhes podem fazer muita diferença no dia a dia:. - ele é, de a até l, aproximadamente 1cm menor que qq outro teclado (mac, asus, logitech), o que dá diferença na hora de usar. O trackpad emula um mouse (ele emula seu deslocamento, não funciona plano como um trackpad) o computador reconhece como um mouse. As coisas fluem muito diferente de um real, e é difícil de posicionar o cursor com precisão. - ele é pesado. Vc não entendeu. Muito pesado. O peso de 2 teclados logitech. - o trackpad permite ""clicar"" apertando em qq ponto, o que deixa o trackpad mais instável ainda, e enquanto pressionado é impossível deslocar, selecionar, etc. É praticamente inútil essa ""feature"". - delay. Ok vc acostuma, mas se vc teclar 3 teclas rapidamente, verá que elas chegam em ""lote"" atrasadas uns 200ms. Na prática, apesar de aparentar ser forte e duradouro, ele peca no ""firmware"" (e isso que é um ms)."
222,"O teclado funciona ok, o alcance é o suficiente e o trackpad um pouco áspero mas dá para usar. Só tem um problmea que incomoda bastante durante o uso, o trackpad não pode ser usado ao mesmo tempo que o teclado, se você apertar qualquer tecla, o trackpad fica desligado por um tempo até você parar de digitar. O trackpad também não é muito confortável de primeira, meio aspero e não suporta gestos alem dos básicos. Clicar e arrastar para selecionar texto dá um certo trabalho. Mas enfim, para um teclado que vai ser usado 99% do tempo só para fazer buscas na smart tv ou algo assim funciona perfeitamente."
223,Amei! super recomendo.
224,Recomendo!.
225,"Não gostei da posição do touchpad ser muito próximo das teclas, pois ver várias vezes acaba esbarrando no touchpad sem querer e o cursos do mouse mude de local atrapalhando muito na digital. Troquei por outro teclado da microsoft, modelo wireless desktop 900. Esse sim recomendo."
226,"Muito bom e prático, material forte, gostei muito!!."
227,Produto bom os produtos da microsoft eu confio pois duram bastante.
228,"Nunca vi na minha vida um teclado sem as teclas ""home"" ""insert"" e a 3a. Nem lembro de tanta raiva. Como pode a microsoft fabricar um teclado assim?. Embora seja possível conectar o teclado através da porta usb no computador, operacionalmente deixa muito a desejar. Serve mesmo só para conectar e usar na televisão. Em 10 nota 1."
229,Básico bom custo beneficio teclas todas funcionando.
230,"Lindo,, muito bom ,gostei ,recomendo."
231,"Qualidade excelente, iluminação muito boa, podendo alterar a luminosidade, bem como escolher entre os 9 modos de iluminação. O switch outemu blue/azul é um pouco mais barulhento, então para quem busca teclado mais silencioso, recomendo o outemu marrom/brown; eu escolhi o blue pois já conhecia e gosto. Recomendo a compra, com certeza!."
232,"5 estrelas por que foi o melhor teclado que eu ja comprei, um amigo disse que teve problemas com o switch red. Mas o blue já to quase 1 mês e nunca precisei trocar nem 1 switch ainda, valeu a pena pelo preço. Quem estiver interessado pode comprar sem medo :)."
233,"Ótimo teclado pelo preço, material de boa qualidade e extremamente confortável. A switch blue realmente faz bastante barulho então realmente incomoda pra quem não gosta, mas pra mim é perfeito. A iluminação tem vários padrões e é bem vibrante, única coisa que eu senti falta foi de um programa pra conseguir customizar atalhos no teclado."
234,"Muito bom , bonito igual na foto ,ainda não testei mais pelo quê vejo está tudo em ordem."
235,Produto muito bom é de. Material resistente.
236,"Produto de ótima qualidade, recomendo."
237,"Muito bom! designer maravilhoso, cumpre o que promete. Recomendo!."
238,"Produto excelente, lindo, leds em vermelho bem bonitos com varios modos de ""piscar"". Muita gente fala do outemu mas acredito que não terei problema, além do que a redragon envia alguns para substituir, o som é bem gostoso e a reaposta é excelente. Vale a pena comprar."
239,"É caro então ele tem que ser bom, por enquanto cumpre com o valor do produto."
240,Muito bom. De verdade. Uma frase muito grande.
241,"Muito bom, excelente teclado sempre quis um mecânico, esse foi ótimo e um ótimo preço."
242,"Perfeito, ainda mais bonito pessoalmente."
243,Teclado maravilhoso e lindo! nota 10!.
244,As teclas fazem muito barulho.
245,Teclado lindíssimo com um alto desempenho.
246,"Ótimo produto, simplesmente perfeito! exatamente o que eu esperava!."
247,"Esse é o segundo que compro, muito bom."
248,Ótimo! parabéns kakdjjewjsixiisjw.
249,"Produto surpreendeu minhas expectativas, muito bom!."
250,Produto muito bom cumpre o q promete.
251,"Ótimo produto,muito eficiente ,meu filho amou ,agora consegue jogar melhor ,pois por ser menor o teclado dos tradicionais a mãozinha dele alcança sem problemas. Indico esse produto sem preocupação."
252,"Muito bom mesmo adorei, muito confortável de usar."
253,"Teclado e tudo q eu esperava, show!!."
254,Produto muito bom confortável bonito e ótimo desempenho.
255,"Excelente, poduto perfeito,. Muito bom custo benefício."
256,Produto de excelente qualidade. Ultrapassou minhas expectativas.
257,Produto de qualidade excelente.
258,"Muito bom, perfeito e ergonômico."
259,"Produto muito bom ,veio bem certo como na descrição."
260,"Excelente teclado , comprei para meu filho que gosta de jogar , foi só elogios e olha que ele entende do mundo game. Uma boa compra. O preço é justo pela qualidade do produto."
261,"Ótimo teclado com a qualidade da marca. Utilizo outros 3(bhrama(optical-blue), mitra(brown) e sani(blue)) em outras máquinas e nunca tive problemas com eles."
262,"Muito linda e muito confortável,amei!."
263,Top de linha melhor custo benefício do mercado.
264,Produto de ótima qualidade recomendo.
265,Muito bom. Foi o esperado. Recomendo a compra.
266,"Muito bom, de ótima qualidade e muito lindo."
267,"Produto muito lindo, excelente performance. Perfeito."
268,O teclado atendeu as minhas expectativas.
269,"Com apenas 3 meses a tecla ""a"" já parou de funcionar."
270,O produto atendeu às expectativas. Super recomendo!.
271,Produto de otima qualidadefacil instaçao e superou minha espectativa.
272,"Muito bom recomendo, teclado dos bom mesmo disigne excelente."
273,"Perfeitinho, agradavel experiência de digitação, compacto e perfeito na hora do jogo."
274,"Um teclado bem construído,o switch dele é bem gostoso de digitar e jogar,o meu anterior a esse era cherry mx red e não senti estranhesa,e não faz tanto barulho quanto imaginei que seria,então nota 9. 5, o unico contra é a keycap que fica engordurada independente se a mão estára limpa ou não."
275,"Produto marvilhoso. Teclado bem tátil, switch azul ""clicky"" bem gostosinho de digitar. Você realmente sente cada telca sendo apertada, não só com feedback físico mas também com o sonoro do click. Uma das melhores aquisições que fiz até hoje."
276,"Muito bom teclado, mas, as letras perdem a tinta de impressão delas rapidamente."
277,"Supera as expectativas. Só comprei por um preço alto na época, r$ 279. Duas semanas depois comprei outro por r$ 149. Fica a dica pra quem, como eu, gosta da sensação tátil do switch blue, mas não quer barulho, pode comprar a opção com switch brown sem medo, pois a intensidade de ruídos é a mesma do switch red, com a vantagem da sensação tátil."
278,"Superou minhas expectativas eu tinha um igual só que com switch blue, peguei agora o com switch red e na minha opinião é muito melhor, tanto em desempenho, tempo de resposta, quanto ao conforto na hora de clicar nas teclas, excelente teclado."
279,"Ótimo, nada a reclamar, valor muito bom, produto ótimo, iluminação perfeita, simples, pequeno e confortável."
280,Gostei do jeito que pedi.
281,Produto muito bom ótimo custo benefício. N tive problemas até o momento com ele.
282,Excelente.
283,Excelente custo benefício.
284,Excelente.
285,"Sou programador, e não tenho do que reclamar, tem me servido de uma forma maravilhosa, as teclas são macias, não sou muito de ficar configurando padrões de led, então eu curto bastante as animações que já vem nele."
286,Eu achei o produto excelente.
287,"Produto muito bom né ajudou bastante, teclado excelente recomendo."
288,"Teclado espetacular, simples de configurar e maravilhoso para trabalhar. Teclas macias (switch red), sem ghosting e sem duplo clique. Escrevo esse review utilizando ele. Recomendo demais para quem quer começar a utilizar esse tipo de teclado. Além de ser super estiloso!. Não perca tempo e compre agora mesmo!."
289,Produto excelente cabo já veio como usb c. Recomendo.
290,Correspondeu com minhas expectativas.
291,"Um teclado maravilhoso,ótimo para jogar, recomendo a comprar."
292,Produto perfeito dentro das expectativas.
293,"Muito bom, expectativas suprida."
294,"Perfeito gostei demais ,teclas super rápidas macias. Teclado top dos top ,leds da hora, vale o custo benefício!."
295,"Gostei, superou minhas expectativas."
296,Ótimo gostei muito desse teclado.
297,Meu filho achou muito bom. Com certeza.
298,"Recomendo! uso para o dia a dia e tbm para jogar, me agradou!."
299,Excelente produto de qualidade !! recomendo !!.
300,"Excelente, amei o teclado muita qualidade."
301,"Excelente produto, compacto, teclas muito boas, vários tipos de iluminações."
302,"Excelente, compacto, teclas precisas."
303,"Atende, muito bom o custo beneficio."
304,"Muito bom este teclado, vale cada centavo."
305,Pelo preço e por ser meu 1° mecânico ótimo.
306,Não tem um dia que eu me arrependo. Vale cada centavo.
307,"Ate o momento muito top,vale muito a pena!."
308,"Tenho outro blackwidow e sao teclados que duram, excelente produto, muito gostoso digitar nele."
309,Não é o produto da foto. Não veio com teclas azuis.
310,Achei que vinha com as teclas azuis para meu filho e infelizmente todo preto. Diferente da imagem vendida.
311,"O produto é diferente do da foto, fiquei muito triste, não tempo de ir ao correio devolver."
312,"Usei mto pouco, pareceu-me bom d+."
313,Maravilhoso muito bom estou adorando.
314,"Melhor teclado que já tive desde 1985. Acho que isso fala tudo. Compacto, prazeroso para digitar, som agradável, o peso/pressão das teclas poderia ser um pouco maior, mas pelo custo/benefício é imperdível. Há 10 configurações diferentes dos padrões de iluminação, acho que os jovens devem se interessar. Não é rgb, a cor é única, mas este azul é bem agradável."
