,comment
105,"Lindo, mas foi o unico produto da redragon que devolvi até hoje, o sensor optico ainda é aqueles de luz vermelha, uma pena, já que é um produto muito bem acabado, em uma caixa incrivel mu, preço acessivel."
106,"Mouse suave com movimentação extremamente precisa. Quando não estou usando minha mesa wacon para desenhar e necessito fazer alguns layouts com boa precisão, o m280 dá conta do recado!. Tem o corpo emborrachado, pegada excelente e precisão de sobra. Porém, quando usado com pad mouse grande, preferencialmente de tecido. Uso com um pad da redragon, grande que considero uma união perfeita com esse mouse. Vale muito à pena."
107,"Mouse óptico, sem fio, cor prata (também comprei um vermelho para minha filha). Já possuo duas unidades do modelo m180, comprado a muitos anos atrás, e nunca deu defeito. Agora foi que minha filha guardou o dela por muito tempo sem uso e a bateria (pilha aa) estourou dentro do mouse, danificando-o. É qualidade e durabilidade à toda prova."
108,"Mouse excelente é ergonomico e mais confortavel do que os modelos concorrentes, tem um gerenciamente de energia inteligente onde ele fica em stand by quando não é utilizado o que vai poupar muita bateria a projecao do fabricante é de 18 meses com a pilha original, visto que ele não tem aquela luz vermelha no sensor é bem plausivel passar esta marca. Recomendo, produto de qualidade!."
109,"Produto superou minhas espectativas, comprei por que estava com dificuldades de encontrar um que não fosse tão caro mas que tivesse ótimo desempenho e que não me deixe na mão tão cedo. Excelente qualidade e acabamento perfeito. Show nota 100. Podem comprar esse de olho fechado."
110,"Mouse muito confortável, leve e com reposta boa, não creio que seja a melhor opção pra jogar, mas pra trabalhar o mouse é perfeito, tem a opção de ligar e desligar de fácil acesso, o material também é de qualidade, recomendo."
111,"Excelente mouse. Gasta pouca pilha e tem uma pegada bem confortável, com ótima precisão. Sem interferências de sinal. Não ficou devendo absolutamente nada para o meu antigo mouse da microsoft. So não entendi os preços diferentes em função da cor do produto, mas isso não o desqualifica em nada."
112,"Eu curti mto o mouse, a parte lateral cinza é ligeiramente emborrachada, o que é bom. Sobre durabilidade nao posso falar pq estou com ele há menos de 1 semana."
113,"Menos é mais!!! muito bom pra manusear, respeita bem os movimentos e ergonômico o que pra mim é melhor. Custo benefício excelente. Comprei o cinza porque é 30% mais barato do que o preto e não perco tão fácil."
114,"É um ótimo produto, tem um bom custo-benefício. Para a minha mão ele fica um pouco pequeno, mas nada que me incomode muito, afinal, não tenho passado muitas horas utilizando o computador. A única coisa que sinto falta em relação a outros mouses são os botões laterais."
115,"Cumpre bem a função, mas se a entrada do usb onde o conector estiver encaixado ficar muito afastada ou virada para a parede, não funciona direito. O formato também não é lá muito anatômico, dá um certo desconforto ao se usar por bastante tempo."
116,"Gostei do design, tamanho e o mais legal foi que o receptor unifying que já tinha do meu teclado, reconheceu o mouse e não precisei usar o que veio com ele. Assim não foi necessário ocupar mais uma porta usb."
117,"O último que usei já tinha pertencido a 2 pessoas antes de min e mesmo assim durou anos, acho que foi fabricado quando a rainha elizabeth ainda era nova. Depois que ele parou de funcionar fiz questão de comprar outro da mesma marca e o m280 parece ser tão bom quanto o antigo. Obs. A pilha dura muito mais do que nos outros mouses."
118,"Mouse muito bom, a marca já faz jus ao produto, nunca me decepciono com ela. Precisa apenas de 1 pilha, e dura muito tempo, isso por que trabalho o dia todo no pc. Recomendo."
119,"Esse é o melhor mouse que já comprei. É o segundo da mesma linha que compro, o primeiro quebrou depois de alguns anos. A pilha dura mais de um ano, e usa até o fim da carga. O conector usb da logitech que permite usar o teclado e mouse no mesmo conector facilita muito as coisas."
120,"O m280 logitech é um ótimo mouse sem fio para quem tem mãos pequenas, ele é bem construído, possui um scroll e laterais mais emborrachado para melhorar a pegada, não necessita de um mousepad pois funciona bem em qualquer superfície, não recomendo para pessoas com mãos grandes!."
121,"Possuo a versão preta desse mesmo mouse e este não tem os mesmos materiais. É bem diferente e a luz não acende como o que eu comprei anteriormente. Talvez seja realmente diferente, mas me pareceu ser feito de material bem inferior."
122,"Mouse com ótimo custo benefício. Achei ele ergonômico. Para mãos grandes não recomendo, ele nao é o mouse mais pequeno de todos mas ainda sim é de tamanho desconfortável para mãos muito grande. Minha esposa tem mãos pequenas e ela gostou. Eu tenho as mãos media para grande e acredito que o tamanho ficou aceitável para mim. O mouse tem um peso mediano. Tenho um outro logitech (g305) que é maior e consegue ser mais leve, porém, ainda sim o peso do mouse é aceitável."
123,"Ótimo mouse, confortável e excelente custo-benefício. O fato de ser à pilha (duração de pelo menos 18 meses segundo o fabricante) certamente vai aumentar vida útil dele, o que é uma vantagem nesses tempos em que não precisamos economizar."
124,"Mouse bem bom, comprei por indicação e ja indiquei para um amigo que comprou. Tem clique preciso e formato confortável, funciona de longe (uns 3,5m da base). Ele não desliga sozinho, tem um botão de liga e desliga, mas nada que diminua sua funcionalidade."
125,"Sensibilidade nota 1000, outras marcas de nome no merca, não tem a ótima sincronia e aderência ao movimento com este mouse da logitech. Já conhecia a marca a mais de 20 anos, mas mesmo assim me surpreendeu."
126,"O mouse é muito confortável e muito bom de usar no dia-a-dia. Apesar de não ser um mouse gamer ele é muito bom para jogos, como o far cry 3 por exemplo."
127,Produto excelente. Boa pegada. Reconhecimento super rápido no computador. Estou muito satisfeito. Utilizo somente para trabalho e uso geral da internet. Não para jogo (por isso não tenho opinião sobre desempenho em jogo).
128,Sou fã dos produtos da logitech! o último mouse que tive durou 5 anos em perfeito funcionamento e olha que vira e mexe ele estava no chão. Com esse não deverá ser diferente! o consumo de pilha é bem pequeno e já se demonstrou resistente a quedas.
129,"Muito bom. Achei que seria pequeno pelo que falavam nos comentários, mas é um tamanho padrão. Ótimo material emborrachado, bonito, ergonômico, não cansa com muito uso, perfeito."
130,"Equipamento muito bom, duração da bateria excelente. Sinal dele alcança lugares distantes suficientes pra não te deixar na mão."
131,"Super confortável para uso do dia a dia, sensibilidade dele é de ótima qualidade até mesmo para gamer. Para quem tem não pequena, é difícil se acostumar no primeiro contato com o designer do mouse."
132,"O mouse sem fio m280 da logitech é excelente pelos seguintes aspectos:. 1) é composto por materiais de qualidade, como borracha nas bordas, dando a sensação de que durará por muito tempo. 2) não emite qualquer luz ótica, aumentando muito a vida útil da pilha. 3) os botões são confortáveis de clicar e um pouco mais silenciosos em comparação a mouses comuns. 4) o encaixe da mão nele é confortável para mãos pequenas. 5) o sistema windows o reconhece imediatamente após a inserção do usb, sem necessidade de instalar drivers ou programas adicionais. Aspecto negativo:. 1) o design de encaixe da mão é apenas para destros."
133,Excelente 👏👏👏.
134,Top demais. Vale muito a pena.
135,
136,Este é o segundo que adquiri deste modelo logitec m280. Uma única pilha aa e muito econômico e preciso.
137,"Ótimo mouse, leitura rápida, duração da pilha é muito boa, funciuona perfeitamente."
138,Achei um pouco alto o formato desse mouse. Eu estava usando um mais baixo e mais leve.
139,"Gostei do mouse, ótimo custo / benefício."
140,"Excelente mouse, essa é a primeira vez que tenho contato com algum produto da logitech e realmente estou muito satisfeito. O mouse se encaixa perfeitamente em minha mão causando uma sensação de conforto muito boa. Nota 10."
141,Gostei muito.
142,Excelente produto. Durabilidade e ergonomia são pontos fortes!.
143,Logitech e sinônimo de qualidade compra sem medo.
144,Otimo.
145,Excelente produto!.
146,"Excelente. Confortável, preciso e bonito."
147,Muito bom!.
148,Show.
149,"Muito bom! pega em qualquer superfície, a pilha nele dura uma eternidade, e eu já tenho outro mouse da mesma marca há uns 10 anos, funciona perfeitamente, só comprei outro pra usar com outro notebook."
150,"O mouse é muito bem acabado, leve e os botões são bem sensíveis, como sou acostumado a trabalhar com mouses de pior qualidade, demorou um pouco para me acostumar. Meu próximo mouse com certeza será igual a este."
151,Excelente.
152,"Ótimo mouse, bom e barato."
153,Excelente qualidade! super recomendo.
154,"Excelente custo benefício. Ergonômico, movimentos precisos, teclas macias."
155,Muito duradouro!.
156,Satisfeitíssimo.
157,Não tenho do que reclamar. Estou usando em um imac e tem sido meu companheiro. Qualidade impecável e bem confortável.
158,Dimensões bem maiores do que eu esperava.
159,"Sempre compro esse modelo logitech, pilha dura mais de ano, formato bom e conecta no teclado da mesma marca que tenha unifi."
160,"Excelente! macio, bonito, eficiente e econômico."
161,Não gostuei… asmei!.
162,Muito bom.
163,Produto de excelente qualidade.
164,"Excelente custo benefício, mouse extremamente confortável!."
165,"Muito bom, era o q eu procurava."
166,Um excelente mouse de qualidade.
167,Muito bom.
168,"Gostei muito, mouse excelente e bem confortável."
169,Perfeito. Super recomendo.
170,"Melhor custo benefício, além de lindo, leve e preciso."
171,"Confortável, anatomico, eficaz e bonito. To usando há um tempinho e gostando muito."
172,Excelente.
173,"O produto atendeu minha expectativa, eficiente e utiliza apenas uma pilha."
174,Muito bom. Como descrito no anúncio.
175,"Excelente mouse, com muita precisão. Com um peso agradável, e muito confortável."
176,"Excelente produto. Leve, ergonômico e responde muito bem."
177,"Excelente produto, gostei demais, pilha dura bastante, recomendo."
178,Muito bom.
179,"Amei, encaixa muito bem na mao."
180,Ótimo custo benefício!!.
181,Produto muito bom!.
182,"Mouse de ótima qualidade, leve, ergonômico e eficiente."
183,"Excelente para primeiro mouse sem fio, sensor óptico com leitura muito fiel para uso de trabalho ou navegação, em games não seria o mais indicado. Por ter o fundo mais alto, tem uma pegada boa para mãos medianas. Aliado com um logitech g213 é um excelente kit para uso diário."
184,"Muito bom, vale a pena."
185,"Gostei muito do mouse, muito confortável."
186,"Produto de qualidade,. Cumpre o prometido. Tá aprovado."
187,"Em termos de marca e qualidade,preço não se discute."
188,Ótimo mouse!.
189,"Muito confortável, reconheceu no mesmo instante no computador. Satisfeito."
190,Original. Perfeito. Eu já tenho outro de outra cor. Gosto muito do mouse. Muito bom.
191,Mouse top visual lindo.
192,Estou satisfeito com ele.
193,Já tinha um que furtaram e me rendi a ele novamente. Dessa vez mudei a cor.
194,Excelente mouse.
195,"Esse mouse é muito bom, pelo preço que está, atendeu minhas necessidades perfeitamente."
196,Tem bom funcionamento e boa ergonomia.
197,Ótimo produto deu tudo certo.
198,Excelente gostei demais.
199,O mouse é bom!.
200,"É bom, as vezes ele dá umas falhas no ponteiro, mas mudei a posição do conector e aparentemente melhorou. No geral gostei do produto."
201,Produto excelente.
202,"Tive que acionar a garantia do fabricante pois a garantia do mercado livre para periféricos de informática é 7 dias. Produto apresentou alto consumo de pilhas, 1 a cada 5 dias."
203,Produto de qualidade. Perfeito.
204,"Muito bom o produto, não trava o cursor."
205,"Excelente dentro do valor. Bom ao toque, bom para pegada claw fingertip, tem bom peso por usar 1 pilha, bom material e acabamento."
206,"Produto muito bom, estou gostando muito."
207,Muito bom recomendo.
208,Gostei muito.
209,"Produto muito bom, recomendo."
210,"Usando a pouco mais de um mês e continua muito bom, tem uma boa pegada por ser um pouco maior."
211,Muito bom o produto.
212,Mouse muito bom e funcionou bem no macbook.
213,Muito bom. Adorei porque veio até co. Pilha. Pronto para uso.
214,Muito bem acabado e com resposta muito rápida no arrasto e cliques. Recomendo!!!.
215,"Excelente mouse, só não indico esse tipo de mouse para jogo pq ele tem pilha dentro, oq o torna um pouco pesado. Mas para o dia a dia é ótimo."
216,Excelente.
217,Excelente produto.
218,Não tive probemas com o produto e indicaria a outras pessoas.
219,Funciona perfeitamente.
220,Produto top.
221,"Excelente, ótimo produto."
222,Muito bom.
223,"Esse modelo da logitech é consagrado aqui em casa, é o terceiro que compro. É muito confortável."
224,Muito bom mouse muito preciso.
225,Bateria dura muito.
226,"Nao gostei, muito pequeno para mim."
227,"Mouse maravilhoso, super confortável, bonito e eficiente. Eu não sou de gastar dinheiro com essas coisas, mas valeu a pena, amei muito, mas não tanto como a pessoa do comentário que só salvaria o mouse se a casa pegasse fogo kkkk. Superou minhas expectativas, da para jogar valorant e trabalhar como uma princesa."
228,Excelente resposta e ótima pegada.
229,Ótimo custo benefício!.
230,Top.
231,"Mouse maravilhoso, funcionando perfeitamente."
232,Muito bom.
233,Excelente produto!.
234,Conforme anunciado atendeu plenamente a especificação.
235,Bem confortável. Bom design. Material macio.
236,Ótimo.
237,"A qualidade me surpreendeu, eu esperava um mouse muito parecido com o m170 mas é mais ergonômico e mais robusto."
238,"Gostei muito do design, e a pegada no mouse tbm é muito boa! me agradou muito, recomendo."
239,Ótimo mouse confortável macio bem bonito o desing.
240,Produto excepcional. Recomendo.
241,"Produto com qualidade certificada! logitech, atualmente, é a melhor marca para periféricos de uso empresarial e doméstico. Recomendo não só esse mas outros produtos da fabricante."
242,"Excelente mouse, ergonomico, boa pegada, silencioso. Utilizo para trabalhar. Otimo custo beneficio."
243,"Muito bom produto correspondeu plenamente a expectativa, recomendo."
244,Mouse de alta qualidade e um ótimo custo benefício!.
245,Até então ta me atentando perfeitamente. Muito top.
246,Muito bom.
247,Excelente qualidade.
248,Mouse excelente! bem macio e confortável de utilizar. Muito satisfeita com a compra.
249,"Excelente produto, de rápida resposta, recomendo."
250,"Otimo produto, adoro esta marca. Nada a reclamar."
251,Mouse excelente. Recomendo.
252,"Muito bom, leve , responde bem, anatomico. Tenho 2."
253,"Uso para produção tinha um bem inferior a esse , estou achando ele muito bom ,respondi super rápido , magnífico."
254,Excelente compra!.
255,Produto muito bom e de otima qualidade !.
256,Produto de otima qualidade! muito bom.
257,"Produto bem robusto e de ótima qualidade, funcionando perfeitamente."
258,"Produto perfeito, ótimo funcionamento."
259,Melhor custo benefício.
260,Bastante preciso e anatômico.
261,Produto muito bom.
262,"Produto de ótima qualidade!! tem uma boa ergonomia e excelente autonomia da pilha. Recomendo muito para trabalhar e uso diário. Da até jogar alguns games, caso não seje muito exigente."
263,"Ótimo produto, muito bom."
264,"Bonito,preciso,confortavel e muito rápido."
265,Ótimo mouse.
266,Excelente recomendo esta marca sempre com bons produtos com qualidade e durabilidade.
267,Muito bom pelo valor.
268,"Muito confortavel de usar. E não possui a luz, oque é muito bom para a noite."
269,Mouse é excelente.
270,"Muito bom, básico e competente. Boa recepção do sensor, satisfeito."
271,"Muito bom, precisão 100%."
272,"O mouse é muito bom e a bateria durabilidade eternidade, mas faz muita falta a regulagem dos dpi."
273,Muito bom !.
274,Abraça a mão. Muito bommmm.
275,"Execelente produto, recomendo a todos."
276,O melhor mouse de todos. Além de lindo é super ergonômico.
277,Maravilhoso otima qualidade e é bonito.
278,Adorei o produto!.
279,"Ótimo produto, recomendo!."
280,"Mouse super adequado para minha função, apenas dia-a-dia nada demais. Produto muito bom para as pequenas funções diárias."
281,"Excelente produto, ótimo custo benefício, muito leve e prático!! recomendo."
282,Adorei! super confortável.
283,Muito bom.
284,"Ótima empunhadura e precisão, além de ser uma peça bonita."
285,"Mouse sem fio logitech m280 prateado. Muito bom mouse , recomendo."
286,Fiquei satisfeito pela pontualidade.
287,"Amei o produto!. Mouse na medida certa, gostoso de usar, tem uma ótima aderência na mão, sem contar que ele é lindo na cor cinza😍. Não tenho nada a reclamar."
288,Excelente produto. Leve e funcional. Ótima conexão.
289,"Funciona bem, é bonito e aparentemente original."
290,Estou gostando do ratinho obrigado mesmo por ter um produto de boa qualidade.
291,Esse mouse é ótimo! a pilha dura mais de um ano. Pelo menos o meu anterior durou. Pena que caiu e quebrou.
292,"Bom mouse, quase 0 leg;. Bonito e boa pegada;. Ele é para mãos de tamanho médio;."
293,"Excelente, é o terceiro que comprei pelo fato de ser eficiente e com rápida resposta. Maravilha."
294,"Que produto incrível, super mega satisfeito."
295,Ótimo ! funciona bem e rápido !.
296,"Excelente produto, logitech sempre fazendo jus a melhor marca desses tipos de dispositivos."
297,Tamanho ideal. Rápido e eficiente.
298,Um ótimo mouse. Tem a configuração personalizado dos botões. Recomendo!!.
299,"Bonito, pequeno comprei pra minha filha. Ela adorou."
300,"Produto otimo, porem a logitech vacilou com usuário de mac, o software g hub para configurar o mouse simplesmente não abre e esse defeito existe ha anos com windows também."
301,"Muito bom, recomendo o mause, excelente."
302,Atendeu todas as expectativas. Boa ergonomia e precisão.
303,"Muito bom, ótimo produto, segundo que eu compro."
304,"Anatômico, preciso, robusto e funciona em qualquer superfície."
305,"Bom, cumpre a proposta, inslatacao plug n play."
306,"Produto muito bom, conexão excelente, modelo muito confortável, duração da bateria muito boa. Recomendo!."
307,Excelente produto. Solução inteligente. Boa sensibilidade com alta duração da pilha. Muito bom.
308,"Ótimo produto, boa duração da bateria e boa sensibilidade."
309,"Simplesmente, eficiência e confortável, responde a hora certa. Essa marca logitech é boa,eu recomendo a todos abraço!."
310,"Estou gostando bastante. Movimento preciso, mesmo em superfícies em que meu mouse anterior não funcionava. Vamos ver se a pilha dura conforme prometido."
311,"O mouse é ótimo. Ergonômico e suave. E a cor é linda. Ao contrário do que foi informado, é compatível sim com ipad. Recomendo."
312,O mouse é muito lindo e maravilhoso! encantada com tudo nele!!!.
313,"O mouse é muito bom! eu, particularmente,n acabo não usando todas as funcionalidades dele, mas ele nunca trava, nunca para de funcionar e em 3 meses, usando todos os dias no trabalho, só precisei recarregá-lo uma vez."
314,Amei meu mouse super recomendo. Delicado e muito preciso.
315,"Perfeito, valeu cada centavo!."
316,O mouse é excelente.
317,"É bom, a roda é magnética e fantástica. Eu que não conhecia pra mim é um recurso bom demais. Bem preciso. Um pouco barulhento nos cliques, mas ok. O único problema real é que é pequeno demais! a menos que vc tenha mãos pp ou seja criança a ergonomia não existe, vai dar cãibra e eventualmente l. E. R. , mesmo sendo um mouse com a proposta de portabilidade no ""anywhere"", colocassem 1cm a mais de altura e comprimento já ajudava. Também utiliza o conector logitec unifying em vez do mais recente bolt, que pode ser um problema para alguns usuários que queriam algum teclado logitec externo conectado ao mesmo tempo. Tenha cuidado para que os dois tenham o mesmo tipo de conector ou vai ocupar duas portas usb. No geral não recomendo. A menos que tenha mãos bem pequenas."
318,"Ótimo poduto, indico!."
319,"Uso até hoje, e achei ele ótimo, amei!!!."
320,"Produto muito bom, minha esposa gostou demais da experiência e eu também experimentei e achei muito bom, recomendo!."
321,"Muito bom e bonito. No começo eu achei que era muito pesado, mas consegui me acostumar. Ainda não é o mouse com a ergonomia perfeita, mas funciona bem, conecta rápido e é prático para levar de um lugar para outro."
322,"Eu gostei bastante e substituiu o da apple!estou satisfeita,além de bonito."
323,"Excelente, perfeito. Amei. Mouse perfeito."
324,Excelente. Conforme o esperado. Funciona normalmente.
325,Tirando a cor nota 10.
326,Muito bom e lindo! recomendo!.
327,Mouse muito bom. Tem uma precisão excelente e encaixa bem na mão.
328,"Produto maravilhoso, leve e prático! cabe perfeitamente na mão!."
329,Excepcional! excelente produto.
330,"Perfeito, poderia existir o teclado com numero nessa cor também pra fazer parzinho. Comprei o preto infelizmente."
331,"Otimo! super levinho, ate o momento recomendo."
332,"Excelente produto, ergonômico e rápido, super confiável."
333,Bom demais. Parabéns!!!. Gostei muito.
334,"É um pouco menor que a maioria dos mouses, porém de ótima qualidade, se sua mão for muito grande pode ser incomodo no início, mas é de ótima qualidade, se sua mão não for muito grande vai servir perfeitamente."
335,"Excelente custo benefício! o mouse tem um otimo acabamento em metal e possui um peso agradável (não muito leve, não muito pesado). Para quem não se importa com mouses menores, é uma ótima opção para levar na mochila e usar em qualquer lugar. Pelo preço e padrão logitech, indico de olhos fechados. Certamente comprarei outro em breve."
336,Produto lindo e de qualidade! estou encantada!.
337,Top! resolveu meu problema com o sketchup!.
