,comment
49,"Qualidade do som deixa a desejar, assim como o anc e o volume máximo. As vezes falha o lado esquerdo também, enfim, invistam um pouco mais e peguem o anker q30, vale muito mais a pena."
50,"Fone excelente, comprei ele em novembro 22, firme e forte aqui, a bateria dura quase dois dias ligado direto. Literalmente. Isola muito bem o som externo, a unica coisa ruim é que quando vc usa ele para correr, tem que tirar da função de isolamento, pq sn fica travando muito."
51,"Mesmo sem o cancelamento de ruído ativado só a estrutura do fone já é o suficiente pra abafar o som externo, achei um pouco estranho o cancelamento de ruído ativo, senti uma pressão no ouvido, porém pode ser falta de costume, de fato o cancelamento ativo funciona tão bem que com música você não ouve nem a própria voz, simplesmente uma das melhores compras que fiz recentemente!!."
52,Desenvolveu problemas com menos de 3 meses.
53,"O fone parecia perfeito, depois apareceram algumas falhas e ruídos no som, mas eram pontuais. Depois o botão de ligar ficou emperrado ""pra dentro"" ele fica entre outros dois botões e agora não consigo mais ligar. Menos de 4 meses de uso."
54,Valeu cada centavo!.
55,"O fone veio com um chiado é extremamente baixo, já fiz a devolução."
56,Excelente produto.
57,Volume muito baixo.
58,Não funciona a bluetooth.
59,"O acabamento é bom. O fone é confortável, mas se usar por um período prolongado pode incomodar. O cancelamento de ruído é deixa a desejar. Se o seu foco for esse, acredito que há opções melhores no mercado. Comprei para usar na academia mas o meu airdots da xiaomi veda melhor o som externo do que esse, que é over ear. Alem disso, a espuma esquenta bastante o ouvido. A bateria é ótima, estou usando a cerca de um mês com a bateria que veio ao tirar da caixa e ainda esta em 30%. Recomendo a compra, mas apenas se estiver com desconto “imperdível”. Os produtos da baseus são bons em geral, mas esse fone é nota 3/5."
60,"Poderia ser mais forte o som, ainda que seja de boa qualidade e definição. O acabamento e qualidade do produto é impecável!."
61,Cheio de mau contato.
62,Muito bom.
63,Gostei muito. A bateria dura muito. Funciona muito bem mesmo.
64,Excelente produto!!. Cancelamento de ruído perfeito. Qualidade de áudio excelente. Tempo de bateria muito boa.
65,Muito bom cumpri o que promete.
66,Fones muito bom.
67,"Frágil, pra uso simples atende, pra jogos deixa à desejar, pelo valor está dentro da faixa."
68,O microfone e áudio do equipamento são muito bons. O problema que o produto é frágil e estraga rápido.
69,"Som alto, microfone muito bom, confortável! pra acender o led pode conectar no usb de um carregador normal de celular na tomada! acesso é lindo! fica a dica."
70,Ótimo mas comprei pra escutar música no celular. E agora?.
71,"Muito bom, porém a parte do encaixe no ouvido é pequena e acaba incomodando um pouco."
72,"Ótimo, meus netos estão gostando muito, muito bom mesmo."
73,Produto de péssima qualidade em menos de duas semanas super aqueceu e queimou tudo não gostei do produto.
74,Ruim demais microfone não funciona sim baixo não recomendo.
75,"Ótimo fone! pena que para desktop é necessário adaptador de duas entradas, mas a qualidade do fone é ótima!."
76,"Uso com o usb do led desligado porque brilha bastante, mas o produto em sí é muito bom."
77,"Ótimo aparelho,meu filho adorou!!!."
78,"Muito legal, meu filho adorou."
79,Otimo maravilhoso compraria novamente.
80,"Excelente, funcionando perfeitamente!!."
81,Amei o produto fiquei satisfeita.
82,"Produto muito bom, meu filho adorou!."
83,"Excelente produto bom preço e superou minhas expectativa, trabalho com ele durante 12hs por dia, abafa bem o som externo, não incomoda nem machuca as orelhas, qualidade de recepção e transmissão do áudio perfeitos - vale apena!."
84,"Produto superou as expectativas, além de custo beneficio é uma qualidade muita boa."
85,Meu sobrinho adorou o produto. É bonito e funciona muito bem. Ótimo preço.
86,"Muito bom, bom acabamento e muito confortável, nem um pouco frágil, e um ótimo som, só tem um microfone meio abafado, mas nada que atrapalhe algo."
87,Meu filho gostou muito! com certeza voltarei a comprar novamente com vc.
88,Tudo funcionando. Ótimo produto.
89,"Não tenho nada a reclamar do produto, ele é excelente e cumpre exatamente o que promete. Você que for comprar deve prestar atenção, pois esse fone só possui uma única entrada p2."
90,Super maravilhoso recomendo a qualquer pessoa.
91,"Meu filho adorou ele usa no celular e no ps4, mas um ponto negativo e que a luz só acende se tiver ligado o cabo usb que vem integrado no fone junto com a entrada normal, poderia ser recarregável assim daria para sempre usar ele com a luz acesa, coisa que não da."
92,"Um bom produto, mas infelizmente vem só uma entrada precisei comprar um adaptador macho femea para usar o microfone para poder ligar no pc."
93,"Material muito bom, designer excelente."
94,"Não recomendo. Depois de um mês de uso o fone apresentou diversos problemas. No pc o fone só funciona no lado direito, o lado esquerdo fica mudo. Agora no tablet o fone apresenta problemas de contato."
95,"Ótima qualidade de som, confortável."
96,Um bom produto. Atendeu as expectativas.
97,Headset muito bom. Excelente para jogos e utilização no trabalho homeoffice.
98,"Produto de má qualidade , não gostei."
99,Excelente produto. Muito bom.
100,"Ótimo custo benefício, excelente qualidade por um preço acessível."
101,"Produto ok, recomendo a todos do ml."
102,Produto muito bom som de qualidade.
103,Gostei do som e da limpeza no áudio. Mas é desconfortável após 10 min por conta da espuma dura.
104,"Tive uma leve dor de cabeça pq tive q comprar um adpatador p3, fora isso o fone é bem bom e o mic tem uma qualidade boa também, não é nada nivel razer mas compensa mt com o preço!."
105,Ótimo produto. É tudo que esparava.
106,É bom produto obrigado até a próxima compra.
107,Não foi muito surpreendente a experiência com esse fone primeiro pra vc tirar da caixa vc fica aborrecido ele e totalmente escorregadio segundo os graves n são lá essas coisas toda só achei o preço superior ao produto os fone eram pra ter o mesmo material da caixa q carrega ele um tipo emborrachado em fim minha nota de 1 a 10 fico com 4.
108,"É um bom produto, porém pelo preço o volume e qualidade do som poderiam ser bem melhores, no entanto, é ótimo pra quem não quer ouvir barulhos externos (ex. Transporte público). O design é bonito e bem compacto, estojo de armazenamento é pequeno e não ocupa muito espaço em bolsa/mochila. A única coisa que deixa a desejar realmente é o volume e os graves."
109,"Muito bom, vale muito a pena, principalmente custo benefício."
110,"Os fones são ótimos. Agudos incríveis. Superou minhas expectativas. Vale a pena. A bateria dura muito, uso praticamente a noite inteira."
111,"Fone excelente. Bom volume sonoro, bons graves também e um som ""limpo"". Bateria excelente, dura fácil fácil umas 8 horas direto. Um detalhe maravilhoso desse fone eh que ao ligar ou desligar, ou até mesmo conectar, ele não possui aquela voz irritante de alguém na china dizendo ""power on / power off / connected / disconnected"" arrrrgh. Detesto. No caso desse fone, ele faz um som ao ligar, outro ao desligar, e um para conectar, muito suave e agradável. A case é bem pequena e ótima pra levar na mala / mochila. E conexão usb-c, então maravilhoso pois vc carregar só um cabo. Recomendo demais."
112,"Muito bom , veio funcionando direitinho, o som e bem alto , qualidade muito boa vale a pena comprar."
113,Perfeito!!!.
114,"Muito bom, discreto, melhor compatibilidade de som com a marca samsung! perfeito! e a prova d a'gua."
115,"Excelente fone de ouvido, ótimo encaixe, graves bem fortes, áudio bem alto. Super recomendo."
116,Excelente qualidade.
117,"Amei meu fone, é bem pequeno, não ocupa espaço e o som é excelente."
118,"O fone é ótimo, a bateria realmente dura muito e conecta rapidamente. Bom para ligações também."
119,"Excelente, qualidade do som é muito boa. É um nível superior perante outras marcas nessa faixa de preço."
120,"O fone de ouvido é muito ruim, perde a toda hora conexão bluothf com o celular. Péssimo."
121,Ótimo fone eu recomendo a compra muito bom a bateria dura bastante ok!?.
122,Muito bom!.
123,"A qualidade do som é boa e bem limpo. Os graves são bem fortes e presentes, porém achei q acabam ficando bem mais altos do q os agudos, tendo q aumentar mt o volume para escutar a música normal, oq acaba incomodando os ouvidos dps de um tempo. Tbm achei o volume um pouco baixo. Pra mim, meu redmi airdots ainda saem na frente, além de serem baratos, o som é ótimo e equilibrado."
124,"Comprei para meu filho, e confesso que gostei tanto que irei comprar um para mim, excelente fone, o som dele é muito bom."
125,"Avaliar um fone é algo subjetivo, pois depende da experiência com fones de quem compra. Esse fone aqui vai com certeza te ajudar e muito com os jogos, em relação a ouvir passos e tiros em jogo de tiro ele é nota 10. O cabo é bem trabalhado e o botão de mutar e de volume é de qualidade. O único motivo de eu não dar 5 estrelas é que ele é bem básico pra músicas. Porém, se você não for comprar pra isso então deve desconsiderar. No geral, o áudio é alto e claro, só não muito grave. O microfone tem um áudio extremamente limpo, única coisa é que pode dar é retorno, nada que não possa ser ajustado no windows ou baixando um pouco o volume, mas isso nem chega a ser incomodo. Sobre o conforto, ele é muito confortável, por vezes nem noto que estou usando ele por horas e é bem confortável no ouvido, além de isolar bem o som de fora. No geral, gostei e muito deste fone, tenho certeza que vai durar bastante e me ajudar nos jogos!."
126,"Produto de ótimas qualidades principalmente no conforto que mim dar na hr de usar consigo usá-lo mais que 5 hrs direto,a qualidade do som é outro ponto perfeito sem falar na qualidade da voz que ele já vem com um microfone que capita minha voz limpa. O ponto mais fraco que eu achei foi a cor do fone que véio fora isso tudo bem,a cor que foi na hora da comprar era vermelho com preto e veio outras cores totalmente diferente. Mais o fone é de excelente qualidade eu garanto."
127,"Manos! esse fone é maravilhoso. Sou social media e enquanto trabalho escuto minhas músicas com nitidez, o microfone dele também é bom consigo apresentar meus trabalhos da faculdade e jogar falando no discord. Apresenta um pequeno ruído, mas é normal e não incômoda ninguém em 10db. Possui controle de volume e botão que liga e desliga o microfone. O produto vem com saída de áudio, saida para microfone e adaptador p3 (para ouvir e falar no smartphone). A saída usb dele é para ligar os leds !. Sou músico e posso afirmar que o som dele tem qualidade, pode comprar sem medo."
128,"O som é bom, mas depois de um tempo ele começou a descascar, sempre guardei em local adequado usei poucas vezes. Decepcionado."
129,"O designer é lindo demais, o acabamento bem feito, macio e confortável principalmente o estofadinho interno na parte do topo, não machuca as orelhas, todo mundo que vê ele de perto fica apaixonado, o fio é de tecido entrelaçado super resistente, o microfone é flexível, ""moldável"" e funciona perfeitamente, o fone em si não é super alto para quem curte escutar músicas em um volume ensurdecedor por exemplo, mas é sim alto o suficiente para que abafe o som exterior, oque pra gamers (assim como eu) é ótimo e esta dentro dos critérios, custo benefício que realmente vale a pena, tenho recomendado para todos que conheço! se você estava na dúvida, não tenha mais ;)."
130,"Impossível achar outro fone gamer por esse preço e com esta qualidade! usei o dia inteiro e nao me senti desconfortável o som é excelente, passei a tarde jogando red dead 2 e a imersão melhorou muito com este fone, o som tem o volume certo nao é alto de mais e nem muito baixo os graves sao excelentes e ele abafa muito bem o som externo, minha esposa ja estava brava porque eu nao escutava quando ela me chamava hehe, a construção dele parece ótima para ele estragar rapido o usuário tem que se esforçar para causar algum dano, enfim ja tive fones mais caros com a mesma qualidade deste, realmente fiquei surpreendido com este fone, nao esperava tanta qualidade por um preço tao baixo, se voce estava com duvida pode comprar sem medo nao vai decepcionar e o custo beneficio é excelente!."
131,"Fone excelente, um ótimo custo benefício, tem um som muito alto, com graves limpos nas músicas, é bem equalizado, o som sai certinho da esquerda ou da direita para quem quer ele para games. Ele tbm vem com um adaptador para colocar o fone e o microfone em um pino p2, para quem quer usar ele no celular com o microfone ativado, por sinal, o microfone é muito bom, não passa ruído, só a haste que é um pouco curta, porém ela é flexível. Ele ficou um pouco folgado em min, na abafando tanto o som externo, porém o som dele é muito alto, então não vai se incomodar com sons externos. Volto a dizer que ele possui um adaptador para usar o fone e o microfone no celular, caso alguém queria para isso, pode comprar sem medo, e o led vermelho nele fica muito bonito."
132,"Até o momento eu não tenho que reclamar do produto, esta correspondendo muito bem! somente o grave não é tão forte, se sua intenção for mais voltado para músicas pode deixar a desejar. Mas no pc/ps4 tenho jogado tranquilamente custo benefício excelente."
133,Produto bem acabado muito bom meu menino gostou. Funcionou certinho no celular microfone pegou certo.
134,Se voce joga em console eu nao recomendo. Pelo menos no meu ps4 ele ta com mal contato entao o audio fica picotando a todo momento. Se vc mexe no fio o audio estoura pra quem esta te ouvindo na party mas apesar de tudo isso tem o audio bonzinho.
135,Meu fone com nem 3 meses de uso já não quer funcionar de um dos lados. Entrei em contato por msg e não obtive resposta.
136,"Excelente qualidade de áudio e microfone! embora a descrição do produto diga que não é 7. 1, ele possui 7. 1 simulado (é possível perfeitamente ouvir os passos dos inimigos). Qualidade do microfone também supera as expectativas! o headset no geral é muito confortável e de boa construção/qualidade. Meu único porém, é que em outros fones da mesma marca/modelo o cabo que sai do fone conecta diretamente no controle do xbox one, no meu o cabo que sai do fone possui saídas individuais de áudio e microfone, e aí conecta o adaptador para o xbox one (de igual qualidade ao cabo normal do fone), nenhum contra aqui, eu apenas gostaria que fosse um único cabo (sem necessitar do adaptador pro xbox one). Mas é só minha opinião pessoal, e em nada desabona o produto!."
137,"Bom, mas veio com o adaptor com defeito."
138,"O fone é excelente! super confortável e é perfeito para jogos. Não tive nenhuma decepção com o produto, funciona em todos os dispositivos. Já vem com adaptador o que é ótimo para quem usa apenas uma entrada."
139,Custo benefício de muito boa qualidade.
140,"Maravilhoso,nota 10 comprei para dar de aniversário pro meu filho e ele amou, com certeza eu recomendo podem comprar sem medo."
141,Mto bom.
142,Top.
143,Excelente fone. Material de excelente qualidade. Qualidade do som também é muito boa.
144,"O fone e ótimo,pode comprar sem medo!."
145,Adorei o produto. Excelente qualidade e custo beneficio.
146,"Produto de alta qualidade, gostei muito muito!."
147,Muito bom a qualidade do som é excente.
148,Gostei muito. Funciona bem e tem um som decente.
149,"Fone muito bem tanto na qualidade quanto na arquitetura, exelente desempenho nos graves agudos, para jogos onde simplesmente olhar não é o suficiente ouvir com uma exelente precisão e um som muito bom, esse certamente é o fone que vc vai querer usar, falando sobre o microfone muito bom, alto sem estourar o som aquele rajado como se estivesse estourado pode esquecer neste fone vc não vai ouvir sua voz assim ele é nítido de um som limpo tem uma capitação de voz muito boa e sem ruídos, sobre os leds em particular nao me importo muito porque não os vejo mas mesmo assim fiz o teste e acredito da todo um efeito no. Fone, resumindo se vc quer jogar, sem perder nenhum detalhe em suas partidas aproveitando ao máximo sua experiência gamer pode comprar sem medo e aproveito o máximo."
150,"Pra quem tá a procura de um bom de entrada, esse é uma boa opção, mas pra quem que algo mais profissional, com graves bem altos e um abafamento do som, indico juntar um pouco mais de dinheiro, pois os graves não são altos(são agradáveis), e ele não abafa o som externo por completo. Mas é um bom fone. Bem resistente!!."
151,"Nao dura um mês, já está apresentando defeito, mau contato,falhas no som."
152,O fone é muito bom comprei pra o meu filho que estar gostando muito segundo ele é maravilhoso funcionando tudo perfeitamente bem por tanto recomendo ótimo produto.
153,"Ótimo som e bem confortavel, alem de o cabo ser bem grande, muito bom!."
154,"O microfone é um pouco ruim, ele não capta a voz direito. Mas o fone é magnífico."
155,Nota-se a baixa qualidade do som. Amplitude vai até as frequências médias.
156,Muito bom recomendo.
157,"Vamos lá:. - ótimo som e microfone. - controle de volume no cabo. - cabo grande. - design excelente. - qualidade profissional. O único ponto negativo é que achei um pouco pesado para ficar muito tempo na cabeça, mas nada que interfira no uso. Comprem sem medo de errar."
158,Pode comprar sem medo.
159,"Mt bom produto, uso pra jogar cs, da pra identificar o lado que o oponente esta vindo. Melhor fone que ja comprei!."
160,"Boa qualidade de som e boa durabilidade. Ainda não pude testar qualidade da captura do microfone, mas no geral recomendo o produto."
161,"Produto muito bom, cumpre tudo o que foi oferecido, eu recomendo."
162,Ótimo produto.
163,"Dois anos depois da compra e ainda funciona perfeitamente, só com alguns sinais de desgaste pelo uso, melhor compra que fiz de fone, sem sombra de dúvidas."
164,Ótimo recomendo.
165,"É muito bonito, com boa qualidade de som e bem barato."
166,"O produto é de excelente qualidade. Ótimo compraria novamente, super recomendo."
167,"Realmente os comentários positivos procedem, fone muito bom mesmo."
168,"Bom custo beneficio, ja peguei coisa mais cara e de marca boa que era uma porcaria, esse aqui se durar um ano ta ótimo."
169,"O produto de excelente qualidade, estou muito satisfeito pela compra."
170,Muito bom recomendo.
171,Excelente fone! microfone maravilhoso! melhor que já comprei até hoje! ♥.
172,Bom.
173,Excelente produto.
174,Muito boa qualidade. Ele é lindo tb.
175,E o fenómeno.
176,Bom.
177,Muito bom.
178,"Muito bom, já tenho ele a 2 anos e funciona muito bem!!."
179,Áudio e voz de boa qualidade.
180,"Produto muito bom,som limpo e com boa qualidade."
181,Muito bom.
182,Pensa em um fone lindo ❤️ top 1000 comprei pra meu filho me admirei com a qualidade super confortável muito bom mesmo ele adorou.
183,Excelente!!!!! conforto e qualidade!.
184,"Ótimo, o som e muito bom o microfone funciona muito bem."
185,Muito bom. Valeu muito a pena. Tanto em valor quanto em qualidade.
186,Bom pelo custo benefício.
187,"Muito bom, qualidade acima do esperado em relação ao preço."
188,Poderia ter mais volume.
189,Excelente custo beneficio.
190,"Na imagem aparecem detalhes em vermelho mas a realidade ele é totalmente preto ,deixei de comprar outros por causa da cor e no fim me ferrei."
191,Na faixa de preço ele eh muito bom.
192,"O fone e bom, confortável e bonito. Porém o mic tá uma droga (no pc, no cell até da pro gasto) já que além do chiado ele aí da e baixo, mas como eu já tinha um mic, vou deixar por isso mesmo."
193,Q lindoooo. Estou apaixonado nele. Sim excelente. Material mto bom.
194,E bem legal.
195,"Minha filha amou, som perfeito, fio bem extenso, super indico."
196,Excelente custo benefício. E super leve.
197,"Foi presente pro meu filho, ele adorou, falou que foi um dos melhores."
198,Muito bom. Funciona bem e é bonito.
199,Bem bonito. Meu filho tá gostando bastante.
200,Produto de acordo com a expectativa. Supriu minha necessidade. Recomendo.
201,"Produto muito bom, recomendo."
202,Top top top produto de qualidade.
203,"Ótima qualidade! o tamanho do fio é demais de bom, rsrs. As entradas são toop, da pra usar pelo celular, computador, notebook e ainda pelo vídeo game. Eu recomendo sem medo. Vale super a pena."
204,"Otimo fone pra jogos, recomendo."
205,"É perfeito se você quiser jogar ou ouvir músicas no pc/notebook, não tem os agudos perdidos, e possui os graves bem acentuados, eu recomendo esse produto caso você queira produzir vídeos ou fazer lives também, esse modelo k1-b me conquistou pelo fato de ter um design lindo e sua qualidade sonoro extraordinária, recomendo demais, no caso se você for ouvir música no celular, ele não possui bluetooth, mas você pode optar por usar o cabo (única opção) que é longo, porém esse é o ""menor"" dos problemas já que você pode utilizar o microfone integrado que é sensacional! aqui está a minha opinião sobre esse headset k1-b, está por um preço justo e pela sua qualidade vale a pena demais obter."
206,Produto muito bom ! compraria uns 10 !.
207,Maravilhoso.
208,Produto de ótima qualidade não perca galera 😁.
209,Atendeu as expectativas perfeitamente.
210,Bom produto de ótima qualidade. Recomendo.
211,"O conecto p2 quebrou logo , já estou no 3."
212,"Maravilhoso, ótimo fone, custo benefício é o melhor possível."
213,"Fone excelente, utilizo ele todos os dias a cerca de 18 meses, nunca descepcionou. Começou a descascar algumas partes, mas tecnicamente ainda funciona perfeitamente."
214,Gostei muito bom preço e qualidade.
215,"Muito bom, qualidade de audio boa. Recomendo comprar."
216,Fones bons de boa qualidade pra quem não e muito exigente.
217,"Volume muito bom, estrutura confortável, funcionando perfeitamente conforme o ofertado. Recomendo."
218,Muito bom mesmo. Excelente custo benefício. Tô com ele há apenas duas semanas mas tô usando bastante e sem novidade por enquanto. Pensei até comprar mais um. Vlw.
219,"Produto excelente, ótima qualidadeeeeeee."
220,"Mto bom, é confortável e o áudio é ótimo."
221,Bom para jogos online pc / smartphone.
222,"Ótima qualidade, faz muuuita diferença jogar com um fone desse!!!."
223,Gostei da qualidade de graves. Fone muito bom!.
224,Otimo produto recomendo a todos do ml.
225,"Produto de ótima qualidade super recomendo, superou as minhas expectativas!!!."
226,"O headset e muito bom ele e bem grande kaakakak eu comprei o vermelho ele e bem bonito tem o led certinho o mic e muito bom entro em call e ninguem reclama o cabo e revestido mais um ponto ai muito bom, o som e muito bom tbm, super recomendo."
227,"Menos de um ano e já deu problema! som chiado, não tem muita qualidade de som! não indico comprar! não vale a pena! não joguem seu dinheiro fora!."
228,Ótimo excelente som topizera muito bom.
229,Excelente produto. Sem defeitos idêntico as fotos. Aprovado galera.
230,Ótimo produto de qualidade e preço acessível.
231,"O som é perfeito, muito alto. Amei."
232,"Bom, bonito e barato. Para quem quer um headset com um bom microfone."
233,É um dos melhores fones que eu já comprei.
234,"Ótimo produto no meu teste, porém nas fotos do fone dava a entender que o adaptador com duas entradas viria para usar no pc, mas o fone vem com duas entradas e o adaptador é para usar no controle do ps4, gostei do fone até então, mas queria os plugs diferente, vou ter que jogar com um monte de fio agora, espero que não atrapalhe. Tenho ps4."
235,Um produto excelente pelo seu preço.
236,"Ótima qualidade, pelo preço!. Recomendo."
237,"Muito bom, atendeu as expectativas."
238,"Não se passaram nem 4 meses e o fone já estragou! mandei mensagem, mas ninguém responde!."
239,"Produto excelente, recomendo a todos os clintes do ml."
240,Muito bom meu filho aprovou top.
241,"Muito bom cumpre o que promete, no mais é só isso."
242,"Pouco mais de 6 meses que comprei, já está com mal contato nos plugs, não recomendo, muito baixa durabilidade!."
243,Otimo som! e durabilidade espetacular! otimo custo beneficio!.
244,"Até agora, funcionando sem problema."
245,Ótima qualidade super recomendo.
246,O produto é de ótima qualidade.
247,"Muito bom, produto excelente funcionando perfeitamente!."
248,Qualidade de som muito boa e muito confortável. Pelo preço o melhor que encontrei.
249,"Muito bom, meu filho amou!. È de boa qualidade."
250,"Muito bom. Não uso pra jogar, uso pra trabalhar e ouvir música. O som é excelente, acomoda bem na cabeça."
251,"Ótimo produto e um ótimo custo benefício!!! se eu precisar comprar novamente, com certeza comprarei."
252,Headset muito bom ! super confortalve e lindo.
253,Amei de mais super confortável otimo som jaja irei compra outro.
254,"Custo benefício muito bom, esse é o segundo que compro, o 1 durou em torno de 2 anos, e como é comum neste tipo de headset deu problema nos fios além na parte almofada tb rasgar, tanto dos fones como do apoio de cabeça. Mas como disse, levando-se em conta o custo benefício, vale a pena!."
255,"Esse fone é muito bom, jogo horas com ele e o som é perfeito, não machuca a cabeça (orelha). Muito top, a qualidade do som é muito boa."
256,"O fone e confortável, o som e bom e da pra ouvir passos de boa além de ser bonito e e claro barato, se vc esta procurando um fone bom e barato, já estou usando ele já em 6 meses e tudo perfeito, meu único porem e que ele e meio baixo."
257,"Muito confortavel e aparentemente resistente, so com o tmepo vou descobrir ne kkkkk mas gostei muito do fone, valeu muito a pena."
258,"Otimo produto, e otima qualidade de som."
259,"Produto ok, a qualidade do som não é das melhores mas funciona para um amador."
260,"Ótimo produto, audio mto bom e microfone tbm mto bom."
261,"Fone espetacular, vale cada centavo! melhor custo beneficio que possa ter."
262,"Muito confortável, além de escutar até pensamento nos jogos."
263,Muito bom! valeu a pena! recomendo.
264,"Muito bom custo benefício, recomendo."
265,"Produto de alta qualidade, tanto no acabamento quanto na acústica do som e também no conforto estão de parabéns pela qualidade do produto."
266,Atendeu todas as espectativas.
267,"Um headset custo e benefício maravilhoso. Ótimo para jogos. Acabei de usar e não me arrependo. Coube perfeitamente nas orelhas, abafamento bom (não 100%) mas a experiência nos jogos ficaram fantásticas."
268,"Mt braboooo slk, melhor fone q já comprei."
269,Melhor que já comprei até hoje muito bom mesmo recomendo.
270,"Produto top demais, recomendo, graves altos e mocronfe otimo."
271,"Bom o produto. Parrudo, bom p adolescente destruidor usar. Som bom."
